,,, co, co, co
2017,8,Jungang-Way,1.0,3.0,1.6
2017,8,Pado-Ri,2.0,4.0,3.0
2017,8,Seolseong-Myeon,3.0,5.0,4.0
2017,9,Bangsan-Myeon,2.0,5.0,3.375
2017,9,Geumchon-Dong,4.0,8.0,6.25
2017,9,Gwanak-Gu,3.0,6.0,4.777777777777778
2017,9,Jeongnim-Dong,3.0,6.0,4.375
2017,9,Jungang-Way,3.0,7.0,5.0
2017,9,Juwol-Dong,3.0,7.0,5.125
2017,9,Nowon-Gu,4.0,5.0,4.666666666666667
2017,9,Pado-Ri,1.0,5.0,2.6666666666666665
2017,9,Paju,2.0,4.0,2.75
2017,9,Seolseong-Myeon,2.0,5.0,4.0
2017,10,Bangsan-Myeon,1.0,5.0,3.111111111111111
2017,10,Geumchon-Dong,4.0,8.0,5.516129032258065
2017,10,Gwanak-Gu,2.0,8.0,4.709677419354839
2017,10,Jeongnim-Dong,2.0,6.0,4.096774193548387
2017,10,Jungang-Way,3.0,7.0,4.766666666666667
2017,10,Juwol-Dong,3.0,7.0,4.387096774193548
2017,10,Nowon-Gu,3.0,8.0,5.0
2017,10,Pado-Ri,,,
2017,10,Paju,2.0,5.0,2.642857142857143
2017,10,Seolseong-Myeon,1.0,7.0,3.2903225806451615
2017,11,Bangsan-Myeon,2.0,7.0,4.133333333333334
2017,11,Geumchon-Dong,4.0,11.0,6.5
2017,11,Gwanak-Gu,3.0,10.0,5.866666666666666
2017,11,Jeongnim-Dong,3.0,9.0,4.733333333333333
2017,11,Jungang-Way,2.0,14.0,6.866666666666666
2017,11,Juwol-Dong,2.0,12.0,6.266666666666667
2017,11,Nowon-Gu,3.0,14.0,6.666666666666667
2017,11,Paju,2.0,6.0,3.413793103448276
2017,11,Seolseong-Myeon,1.0,8.0,4.133333333333334
2017,12,Bangsan-Myeon,1.0,10.0,4.870967741935484
2017,12,Geumchon-Dong,5.0,14.0,8.709677419354838
2017,12,Gwanak-Gu,2.0,11.0,5.161290322580645
2017,12,Jeongnim-Dong,4.0,8.0,5.741935483870968
2017,12,Jungang-Way,3.0,41.0,10.870967741935484
2017,12,Juwol-Dong,3.0,11.0,6.483870967741935
2017,12,Nowon-Gu,3.0,15.0,7.806451612903226
2017,12,Pado-Ri,2.0,9.0,4.75
2017,12,Paju,3.0,7.0,4.483870967741935
2017,12,Seolseong-Myeon,2.0,10.0,4.967741935483871
2018,1,Bangsan-Myeon,2.0,6.0,4.225806451612903
2018,1,Geumchon-Dong,5.0,12.0,8.193548387096774
2018,1,Gwanak-Gu,3.0,13.0,5.483870967741935
2018,1,Jeongnim-Dong,3.0,9.0,6.0
2018,1,Jungang-Way,4.0,46.0,9.451612903225806
2018,1,Juwol-Dong,4.0,15.0,7.064516129032258
2018,1,Nowon-Gu,4.0,14.0,7.612903225806452
2018,1,Pado-Ri,2.0,9.0,3.8620689655172415
2018,1,Paju,3.0,7.0,4.548387096774194
2018,1,Seolseong-Myeon,1.0,11.0,5.451612903225806
2018,2,Bangsan-Myeon,2.0,7.0,4.392857142857143
2018,2,Geumchon-Dong,5.0,14.0,7.535714285714286
2018,2,Gwanak-Gu,1.0,11.0,4.821428571428571
2018,2,Jeongnim-Dong,2.0,10.0,4.892857142857143
2018,2,Jungang-Way,3.0,13.0,7.035714285714286
2018,2,Juwol-Dong,4.0,13.0,6.535714285714286
2018,2,Nowon-Gu,4.0,13.0,6.928571428571429
2018,2,Pado-Ri,2.0,6.0,3.769230769230769
2018,2,Paju,2.0,6.0,4.357142857142857
2018,2,Sangjusi,5.0,7.0,5.8
2018,2,Seolseong-Myeon,1.0,9.0,4.107142857142857
2018,2,Seonggeoeup,6.0,9.0,7.0
2018,3,Bangsan-Myeon,1.0,6.0,3.32
2018,3,Geumchon-Dong,3.0,11.0,6.709677419354839
2018,3,Gwanak-Gu,3.0,10.0,5.709677419354839
2018,3,Jeongnim-Dong,2.0,7.0,4.741935483870968
2018,3,Jungang-Way,3.0,8.0,5.129032258064516
2018,3,Juwol-Dong,4.0,8.0,5.903225806451613
2018,3,Nowon-Gu,3.0,10.0,6.233333333333333
2018,3,Pado-Ri,2.0,6.0,3.6551724137931036
2018,3,Paju,2.0,7.0,4.137931034482759
2018,3,Sangjusi,3.0,7.0,4.866666666666666
2018,3,Seolseong-Myeon,1.0,7.0,4.193548387096774
2018,3,Seonggeoeup,2.0,7.0,5.064516129032258
2018,4,Bangsan-Myeon,1.0,3.0,1.7083333333333333
2018,4,Geumchon-Dong,3.0,7.0,5.233333333333333
2018,4,Gwanak-Gu,3.0,7.0,4.9
2018,4,Jeongnim-Dong,3.0,6.0,3.933333333333333
2018,4,Jungang-Way,2.0,5.0,3.5172413793103448
2018,4,Juwol-Dong,3.0,6.0,4.866666666666666
2018,4,Nowon-Gu,3.0,8.0,5.233333333333333
2018,4,Pado-Ri,2.0,5.0,2.962962962962963
2018,4,Paju,2.0,4.0,3.259259259259259
2018,4,Sangjusi,3.0,5.0,3.8620689655172415
2018,4,Seolseong-Myeon,1.0,6.0,3.2758620689655173
2018,4,Seonggeoeup,3.0,7.0,3.9655172413793105
2018,5,Bangsan-Myeon,1.0,3.0,1.32
2018,5,Geumchon-Dong,3.0,9.0,5.290322580645161
2018,5,Gwanak-Gu,2.0,8.0,3.774193548387097
2018,5,Jeongnim-Dong,1.0,6.0,3.466666666666667
2018,5,Jungang-Way,1.0,6.0,3.1333333333333333
2018,5,Juwol-Dong,3.0,6.0,4.3
2018,5,Nowon-Gu,2.0,8.0,4.387096774193548
2018,5,Pado-Ri,1.0,4.0,2.5483870967741935
2018,5,Paju,1.0,4.0,2.5925925925925926
2018,5,Sangjusi,2.0,6.0,3.5161290322580645
2018,5,Seolseong-Myeon,1.0,6.0,3.3666666666666667
2018,5,Seonggeoeup,3.0,7.0,5.064516129032258
2018,6,Bangsan-Myeon,1.0,3.0,1.5416666666666667
2018,6,Geumchon-Dong,3.0,7.0,4.933333333333334
2018,6,Gwanak-Gu,1.0,7.0,3.1333333333333333
2018,6,Jeongnim-Dong,2.0,6.0,3.566666666666667
2018,6,Jungang-Way,1.0,4.0,2.8
2018,6,Juwol-Dong,2.0,6.0,4.0
2018,6,Nowon-Gu,2.0,5.0,3.8333333333333335
2018,6,Pado-Ri,2.0,4.0,2.6
2018,6,Paju,2.0,3.0,2.272727272727273
2018,6,Sangjusi,2.0,6.0,3.2
2018,6,Seolseong-Myeon,1.0,5.0,2.9285714285714284
2018,6,Seonggeoeup,3.0,7.0,5.103448275862069
2018,7,Bangsan-Myeon,1.0,2.0,1.1764705882352942
2018,7,Geumchon-Dong,3.0,6.0,5.032258064516129
2018,7,Gwanak-Gu,2.0,5.0,2.967741935483871
2018,7,Jeongnim-Dong,1.0,5.0,2.566666666666667
2018,7,Jungang-Way,1.0,3.0,2.206896551724138
2018,7,Juwol-Dong,1.0,4.0,2.5357142857142856
2018,7,Nowon-Gu,2.0,4.0,2.7
2018,7,Pado-Ri,1.0,5.0,2.076923076923077
2018,7,Paju,1.0,3.0,1.5789473684210527
2018,7,Sangjusi,1.0,4.0,2.066666666666667
2018,7,Seolseong-Myeon,1.0,7.0,1.967741935483871
2018,7,Seonggeoeup,3.0,10.0,5.290322580645161
2018,8,Bangsan-Myeon,1.0,2.0,1.3636363636363635
2018,8,Geumchon-Dong,3.0,7.0,5.233333333333333
2018,8,Gwanak-Gu,1.0,4.0,2.7419354838709675
2018,8,Jeongnim-Dong,2.0,5.0,3.6451612903225805
2018,8,Jungang-Way,1.0,3.0,2.4827586206896552
2018,8,Juwol-Dong,2.0,5.0,3.032258064516129
2018,8,Nowon-Gu,2.0,4.0,2.838709677419355
2018,8,Pado-Ri,1.0,3.0,1.9230769230769231
2018,8,Paju,1.0,3.0,2.125
2018,8,Sangjusi,2.0,5.0,3.2580645161290325
2018,8,Seolseong-Myeon,1.0,7.0,2.2758620689655173
2018,8,Seonggeoeup,4.0,7.0,5.935483870967742
2018,9,Bangsan-Myeon,1.0,3.0,1.3333333333333333
2018,9,Geumchon-Dong,3.0,7.0,4.586206896551724
2018,9,Gwanak-Gu,2.0,5.0,2.966666666666667
2018,9,Jeongnim-Dong,3.0,6.0,3.7241379310344827
2018,9,Jungang-Way,1.0,4.0,2.5172413793103448
2018,9,Juwol-Dong,3.0,6.0,4.166666666666667
2018,9,Nowon-Gu,2.0,5.0,3.1666666666666665
2018,9,Pado-Ri,1.0,4.0,2.4
2018,9,Paju,2.0,3.0,2.44
2018,9,Sangjusi,3.0,5.0,4.0
2018,9,Seolseong-Myeon,1.0,6.0,3.1
2018,9,Seonggeoeup,5.0,7.0,5.793103448275862
2018,10,Bangsan-Myeon,1.0,3.0,1.6296296296296295
2018,10,Geumchon-Dong,3.0,8.0,5.290322580645161
2018,10,Gwanak-Gu,2.0,7.0,4.419354838709677
2018,10,Jeongnim-Dong,2.0,6.0,3.5806451612903225
2018,10,Jungang-Way,2.0,5.0,3.5483870967741935
2018,10,Juwol-Dong,2.0,9.0,5.290322580645161
2018,10,Nowon-Gu,3.0,8.0,5.0
2018,10,Pado-Ri,2.0,5.0,2.838709677419355
2018,10,Paju,2.0,5.0,3.2758620689655173
2018,10,Sangjusi,3.0,7.0,4.666666666666667
2018,10,Seolseong-Myeon,2.0,7.0,3.806451612903226
2018,10,Seonggeoeup,4.0,10.0,6.896551724137931
2018,11,Bangsan-Myeon,1.0,5.0,2.8214285714285716
2018,11,Geumchon-Dong,6.0,12.0,8.233333333333333
2018,11,Gwanak-Gu,2.0,11.0,6.766666666666667
2018,11,Jeongnim-Dong,5.0,10.0,6.5
2018,11,Jungang-Way,4.0,9.0,6.5
2018,11,Juwol-Dong,5.0,11.0,7.733333333333333
2018,11,Nowon-Gu,4.0,12.0,7.366666666666666
2018,11,Pado-Ri,2.0,6.0,3.7333333333333334
2018,11,Paju,3.0,6.0,4.233333333333333
2018,11,Sangjusi,5.0,9.0,7.366666666666666
2018,11,Seolseong-Myeon,2.0,8.0,5.466666666666667
2018,11,Seonggeoeup,6.0,14.0,9.366666666666667
2018,12,Bangsan-Myeon,1.0,4.0,2.857142857142857
2018,12,Geumchon-Dong,4.0,13.0,8.392857142857142
2018,12,Gwanak-Gu,2.0,11.0,5.733333333333333
2018,12,Jeongnim-Dong,2.0,10.0,6.333333333333333
2018,12,Jungang-Way,2.0,13.0,7.357142857142857
2018,12,Juwol-Dong,4.0,17.0,7.392857142857143
2018,12,Nowon-Gu,3.0,13.0,7.466666666666667
2018,12,Pado-Ri,2.0,5.0,3.1785714285714284
2018,12,Paju,3.0,7.0,4.285714285714286
2018,12,Sangjusi,5.0,13.0,7.642857142857143
2018,12,Seolseong-Myeon,1.0,10.0,5.035714285714286
2018,12,Seonggeoeup,5.0,13.0,8.892857142857142
2019,1,Bangsan-Myeon,3.0,8.0,4.290322580645161
2019,1,Geumchon-Dong,6.0,18.0,10.225806451612904
2019,1,Gwanak-Gu,4.0,15.0,7.064516129032258
2019,1,Jeongnim-Dong,3.0,10.0,5.548387096774194
2019,1,Jungang-Way,4.0,14.0,8.419354838709678
2019,1,Juwol-Dong,4.0,11.0,6.838709677419355
2019,1,Nowon-Gu,5.0,17.0,8.741935483870968
2019,1,Pado-Ri,2.0,8.0,4.233333333333333
2019,1,Paju,3.0,14.0,9.32258064516129
2019,1,Sangjusi,2.0,12.0,6.32258064516129
2019,1,Seolseong-Myeon,2.0,12.0,5.741935483870968
2019,1,Seonggeoeup,6.0,16.0,8.516129032258064
2019,2,Bangsan-Myeon,2.0,7.0,4.642857142857143
2019,2,Geumchon-Dong,5.0,12.0,7.928571428571429
2019,2,Gwanak-Gu,4.0,10.0,6.321428571428571
2019,2,Jeongnim-Dong,4.0,10.0,6.107142857142857
2019,2,Jungang-Way,4.0,9.0,6.464285714285714
2019,2,Juwol-Dong,5.0,11.0,6.75
2019,2,Nowon-Gu,4.0,11.0,7.392857142857143
2019,2,Pado-Ri,2.0,10.0,4.214285714285714
2019,2,Paju,3.0,6.0,3.5357142857142856
2019,2,Sangjusi,2.0,9.0,5.428571428571429
2019,2,Seolseong-Myeon,2.0,9.0,5.321428571428571
2019,2,Seonggeoeup,5.0,10.0,7.714285714285714
2019,3,Bangsan-Myeon,3.0,9.0,4.9655172413793105
2019,3,Geumchon-Dong,4.0,13.0,7.266666666666667
2019,3,Gwanak-Gu,2.0,12.0,4.967741935483871
2019,3,Hwasun-Eup,4.0,7.0,5.933333333333334
2019,3,Jeongnim-Dong,3.0,9.0,5.033333333333333
2019,3,Jungang-Way,3.0,10.0,5.2
2019,3,Juwol-Dong,3.0,11.0,5.4
2019,3,Nowon-Gu,3.0,11.0,6.32258064516129
2019,3,Pado-Ri,2.0,11.0,3.6206896551724137
2019,3,Paju,2.0,7.0,3.066666666666667
2019,3,Sangjusi,3.0,9.0,5.366666666666666
2019,3,Seolseong-Myeon,1.0,11.0,4.366666666666666
2019,3,Seonggeoeup,4.0,12.0,6.766666666666667
2019,4,Bangsan-Myeon,2.0,9.0,4.923076923076923
2019,4,Geumchon-Dong,4.0,8.0,5.2
2019,4,Gwanak-Gu,2.0,5.0,3.6333333333333333
2019,4,Hwasun-Eup,4.0,11.0,6.827586206896552
2019,4,Jeongnim-Dong,3.0,5.0,3.7666666666666666
2019,4,Jungang-Way,2.0,4.0,3.2333333333333334
2019,4,Juwol-Dong,3.0,6.0,4.241379310344827
2019,4,Nowon-Gu,3.0,6.0,4.6
2019,4,Pado-Ri,2.0,4.0,2.6785714285714284
2019,4,Paju,2.0,3.0,2.413793103448276
2019,4,Sangjusi,3.0,5.0,4.37037037037037
2019,4,Seolseong-Myeon,1.0,5.0,3.433333333333333
2019,4,Seonggeoeup,4.0,7.0,5.466666666666667
2019,5,Bangsan-Myeon,4.0,9.0,7.0
2019,5,Geumchon-Dong,2.0,8.0,5.258064516129032
2019,5,Gwanak-Gu,2.0,6.0,3.7419354838709675
2019,5,Hwasun-Eup,4.0,11.0,6.419354838709677
2019,5,Jeongnim-Dong,3.0,7.0,4.32258064516129
2019,5,Jungang-Way,2.0,5.0,3.1333333333333333
2019,5,Juwol-Dong,3.0,6.0,4.0
2019,5,Nowon-Gu,3.0,7.0,4.548387096774194
2019,5,Pado-Ri,1.0,6.0,2.8275862068965516
2019,5,Paju,1.0,4.0,2.5806451612903225
2019,5,Sangjusi,3.0,6.0,3.892857142857143
2019,5,Seolseong-Myeon,1.0,7.0,3.3333333333333335
2019,5,Seonggeoeup,4.0,8.0,5.612903225806452
2019,6,Bangsan-Myeon,3.0,11.0,8.083333333333334
2019,6,Geumchon-Dong,4.0,6.0,4.862068965517241
2019,6,Gwanak-Gu,2.0,4.0,2.6
2019,6,Hwasun-Eup,4.0,7.0,5.655172413793103
2019,6,Jeongnim-Dong,2.0,5.0,3.7241379310344827
2019,6,Jungang-Way,2.0,4.0,2.6296296296296298
2019,6,Juwol-Dong,3.0,5.0,3.689655172413793
2019,6,Nowon-Gu,3.0,5.0,3.4827586206896552
2019,6,Pado-Ri,1.0,3.0,1.875
2019,6,Paju,2.0,4.0,2.9615384615384617
2019,6,Sangjusi,2.0,4.0,3.0416666666666665
2019,6,Seolseong-Myeon,1.0,4.0,2.2222222222222223
2019,6,Seonggeoeup,3.0,8.0,4.758620689655173
2019,7,Bangsan-Myeon,2.0,22.0,4.0
2019,7,Geumchon-Dong,4.0,8.0,5.633333333333334
2019,7,Gwanak-Gu,1.0,5.0,2.161290322580645
2019,7,Hwasun-Eup,4.0,7.0,5.4
2019,7,Jeongnim-Dong,2.0,5.0,3.0344827586206895
2019,7,Jungang-Way,1.0,4.0,2.4516129032258065
2019,7,Juwol-Dong,1.0,4.0,2.967741935483871
2019,7,Nowon-Gu,2.0,6.0,3.7419354838709675
2019,7,Pado-Ri,1.0,4.0,1.8928571428571428
2019,7,Paju,2.0,4.0,3.1538461538461537
2019,7,Sangjusi,2.0,4.0,2.7
2019,7,Seolseong-Myeon,1.0,3.0,1.6521739130434783
2019,7,Seonggeoeup,2.0,7.0,4.233333333333333
2019,8,Bangsan-Myeon,3.0,7.0,4.653846153846154
2019,8,Geumchon-Dong,4.0,8.0,5.870967741935484
2019,8,Gwanak-Gu,1.0,5.0,3.3548387096774195
2019,8,Hwasun-Eup,5.0,10.0,7.096774193548387
2019,8,Jeongnim-Dong,2.0,6.0,3.433333333333333
2019,8,Jungang-Way,2.0,5.0,3.3
2019,8,Juwol-Dong,2.0,6.0,4.166666666666667
2019,8,Nowon-Gu,2.0,6.0,3.935483870967742
2019,8,Pado-Ri,1.0,6.0,2.6774193548387095
2019,8,Paju,1.0,4.0,2.730769230769231
2019,8,Sangjusi,2.0,5.0,2.7
2019,8,Seolseong-Myeon,1.0,4.0,1.8275862068965518
2019,8,Seonggeoeup,1.0,8.0,4.935483870967742
2019,9,Bangsan-Myeon,4.0,7.0,5.3076923076923075
2019,9,Geumchon-Dong,4.0,7.0,5.366666666666666
2019,9,Gwanak-Gu,4.0,5.0,4.5
2019,9,Hwasun-Eup,3.0,8.0,5.310344827586207
2019,9,Jeongnim-Dong,2.0,6.0,3.7
2019,9,Jungang-Way,2.0,4.0,2.9285714285714284
2019,9,Juwol-Dong,2.0,5.0,3.466666666666667
2019,9,Nowon-Gu,2.0,6.0,3.9
2019,9,Pado-Ri,1.0,4.0,2.25
2019,9,Paju,1.0,6.0,3.2
2019,9,Sangjusi,2.0,4.0,2.7083333333333335
2019,9,Seolseong-Myeon,1.0,4.0,2.2222222222222223
2019,9,Seonggeoeup,2.0,7.0,4.666666666666667
2019,10,Bangsan-Myeon,2.0,7.0,5.137931034482759
2019,10,Geumchon-Dong,2.0,7.0,4.580645161290323
2019,10,Gwanak-Gu,3.0,8.0,5.129032258064516
2019,10,Hwasun-Eup,4.0,7.0,5.483870967741935
2019,10,Jeongnim-Dong,2.0,6.0,3.5806451612903225
2019,10,Jungang-Way,2.0,7.0,3.5161290322580645
2019,10,Juwol-Dong,3.0,8.0,4.193548387096774
2019,10,Nowon-Gu,3.0,6.0,4.32258064516129
2019,10,Pado-Ri,1.0,6.0,2.806451612903226
2019,10,Paju,1.0,5.0,1.6785714285714286
2019,10,Sangjusi,2.0,5.0,3.033333333333333
2019,10,Seolseong-Myeon,1.0,4.0,2.8214285714285716
2019,10,Seonggeoeup,3.0,8.0,5.161290322580645
2019,11,Bangsan-Myeon,2.0,7.0,4.413793103448276
2019,11,Geumchon-Dong,4.0,8.0,6.6
2019,11,Gwanak-Gu,3.0,11.0,6.666666666666667
2019,11,Hwasun-Eup,2.0,6.0,4.3
2019,11,Jeongnim-Dong,2.0,8.0,5.333333333333333
2019,11,Jungang-Way,2.0,10.0,5.7
2019,11,Juwol-Dong,3.0,8.0,5.6
2019,11,Nowon-Gu,3.0,11.0,6.166666666666667
2019,11,Pado-Ri,1.0,6.0,3.357142857142857
2019,11,Paju,1.0,4.0,2.310344827586207
2019,11,Sangjusi,2.0,6.0,4.6
2019,11,Seolseong-Myeon,2.0,6.0,3.8666666666666667
2019,11,Seonggeoeup,3.0,9.0,6.181818181818182
2019,12,Bangsan-Myeon,3.0,10.0,5.75
2019,12,Cheongnim-Dong,7.0,18.0,10.619047619047619
2019,12,Geumchon-Dong,5.0,11.0,8.0
2019,12,Gwanak-Gu,4.0,11.0,6.482758620689655
2019,12,Hwasun-Eup,4.0,10.0,7.689655172413793
2019,12,Jeongnim-Dong,2.0,281.0,15.275862068965518
2019,12,Jungang-Way,3.0,11.0,7.103448275862069
2019,12,Juwol-Dong,3.0,11.0,7.068965517241379
2019,12,Nowon-Gu,3.0,11.0,7.275862068965517
2019,12,Pado-Ri,2.0,7.0,3.892857142857143
2019,12,Paju,2.0,5.0,3.5517241379310347
2019,12,Sangjusi,3.0,11.0,6.0344827586206895
2019,12,Seolseong-Myeon,1.0,6.0,4.0344827586206895
2019,12,Seonggeoeup,4.0,10.0,6.103448275862069
2020,1,Bangsan-Myeon,2.0,6.0,4.032258064516129
2020,1,Cheongnim-Dong,2.0,17.0,8.935483870967742
2020,1,Geumchon-Dong,2.0,14.0,8.193548387096774
2020,1,Gwanak-Gu,3.0,10.0,6.967741935483871
2020,1,Hwasun-Eup,4.0,13.0,9.258064516129032
2020,1,Jeongnim-Dong,3.0,9.0,5.935483870967742
2020,1,Jungang-Way,3.0,10.0,6.806451612903226
2020,1,Juwol-Dong,1.0,9.0,5.0
2020,1,Nowon-Gu,3.0,11.0,7.633333333333334
2020,1,Pado-Ri,2.0,7.0,3.903225806451613
2020,1,Paju,2.0,5.0,3.8666666666666667
2020,1,Sangjusi,3.0,10.0,5.32258064516129
2020,1,Seolseong-Myeon,1.0,6.0,3.774193548387097
2020,1,Seonggeoeup,2.0,9.0,5.516129032258065
2020,2,Bangsan-Myeon,2.0,5.0,3.4074074074074074
2020,2,Cheongnim-Dong,5.0,15.0,9.931034482758621
2020,2,Geumchon-Dong,3.0,10.0,6.275862068965517
2020,2,Gwanak-Gu,3.0,9.0,6.068965517241379
2020,2,Hwasun-Eup,3.0,8.0,4.896551724137931
2020,2,Jeongnim-Dong,3.0,8.0,4.793103448275862
2020,2,Jungang-Way,3.0,9.0,5.0344827586206895
2020,2,Juwol-Dong,3.0,9.0,4.931034482758621
2020,2,Nowon-Gu,3.0,10.0,6.172413793103448
2020,2,Pado-Ri,2.0,6.0,3.2413793103448274
2020,2,Paju,3.0,6.0,3.6785714285714284
2020,2,Sangjusi,3.0,8.0,4.344827586206897
2020,2,Seolseong-Myeon,1.0,5.0,2.8620689655172415
2020,2,Seonggeoeup,3.0,9.0,5.172413793103448
2020,3,Bangsan-Myeon,2.0,5.0,2.8620689655172415
2020,3,Cheongnim-Dong,5.0,15.0,8.35483870967742
2020,3,Geumchon-Dong,4.0,7.0,5.0344827586206895
2020,3,Gwanak-Gu,3.0,8.0,5.0344827586206895
2020,3,Hwasun-Eup,3.0,6.0,4.387096774193548
2020,3,Jeongnim-Dong,2.0,6.0,3.4827586206896552
2020,3,Jungang-Way,3.0,5.0,4.222222222222222
2020,3,Juwol-Dong,1.0,5.0,3.6206896551724137
2020,3,Nowon-Gu,3.0,8.0,5.068965517241379
2020,3,Pado-Ri,2.0,4.0,2.888888888888889
2020,3,Paju,3.0,6.0,3.7096774193548385
2020,3,Sangjusi,2.0,5.0,3.3448275862068964
2020,3,Seolseong-Myeon,1.0,3.0,2.107142857142857
2020,3,Seonggeoeup,3.0,6.0,4.451612903225806
2020,4,Bangsan-Myeon,1.0,5.0,3.0357142857142856
2020,4,Cheongnim-Dong,4.0,11.0,6.666666666666667
2020,4,Geumchon-Dong,3.0,6.0,4.333333333333333
2020,4,Gwanak-Gu,3.0,5.0,4.068965517241379
2020,4,Hwasun-Eup,3.0,6.0,4.413793103448276
2020,4,Jeongnim-Dong,2.0,4.0,2.7142857142857144
2020,4,Jungang-Way,2.0,4.0,3.2
2020,4,Juwol-Dong,2.0,5.0,3.3
2020,4,Nowon-Gu,2.0,6.0,4.333333333333333
2020,4,Pado-Ri,1.0,3.0,2.185185185185185
2020,4,Paju,2.0,4.0,3.107142857142857
2020,4,Sangjusi,2.0,3.0,2.3703703703703702
2020,4,Seolseong-Myeon,1.0,3.0,1.88
2020,4,Seonggeoeup,2.0,6.0,4.566666666666666
2020,5,Bangsan-Myeon,2.0,27.0,4.172413793103448
