,,, o3, o3, o3
2017,7,Pado-Ri,22.0,46.0,35.375
2017,7,Seolseong-Myeon,18.0,64.0,34.25
2017,8,Geumchon-Dong,24.0,24.0,24.0
2017,8,Gwanak-Gu,17.0,28.0,23.5
2017,8,Jungang-Way,13.0,72.0,41.6
2017,8,Pado-Ri,56.0,100.0,68.5
2017,8,Seolseong-Myeon,19.0,78.0,51.75
2017,9,Bangsan-Myeon,18.0,41.0,31.5
2017,9,Geumchon-Dong,18.0,63.0,33.75
2017,9,Gwanak-Gu,15.0,54.0,34.333333333333336
2017,9,Jeongnim-Dong,23.0,47.0,35.0
2017,9,Jungang-Way,22.0,47.0,34.375
2017,9,Juwol-Dong,24.0,70.0,36.75
2017,9,Nowon-Gu,23.0,75.0,43.333333333333336
2017,9,Pado-Ri,32.0,56.0,45.57142857142857
2017,9,Paju,27.0,59.0,42.125
2017,9,Seolseong-Myeon,13.0,50.0,35.625
2017,10,Bangsan-Myeon,19.0,37.0,30.967741935483872
2017,10,Geumchon-Dong,16.0,38.0,27.419354838709676
2017,10,Gwanak-Gu,10.0,37.0,23.225806451612904
2017,10,Jeongnim-Dong,12.0,36.0,27.548387096774192
2017,10,Jungang-Way,17.0,37.0,28.096774193548388
2017,10,Juwol-Dong,19.0,36.0,27.096774193548388
2017,10,Nowon-Gu,13.0,41.0,30.161290322580644
2017,10,Pado-Ri,,,
2017,10,Paju,20.0,49.0,36.03225806451613
2017,10,Seolseong-Myeon,10.0,46.0,31.06451612903226
2017,11,Bangsan-Myeon,10.0,38.0,26.633333333333333
2017,11,Geumchon-Dong,2.0,34.0,19.620689655172413
2017,11,Gwanak-Gu,2.0,31.0,14.931034482758621
2017,11,Jeongnim-Dong,4.0,41.0,21.633333333333333
2017,11,Jungang-Way,1.0,36.0,20.833333333333332
2017,11,Juwol-Dong,1.0,35.0,20.1
2017,11,Nowon-Gu,1.0,36.0,18.466666666666665
2017,11,Paju,9.0,46.0,27.2
2017,11,Seolseong-Myeon,1.0,40.0,23.066666666666666
2017,12,Bangsan-Myeon,18.0,30.0,24.677419354838708
2017,12,Geumchon-Dong,2.0,29.0,16.741935483870968
2017,12,Gwanak-Gu,2.0,17.0,10.96774193548387
2017,12,Jeongnim-Dong,4.0,27.0,19.096774193548388
2017,12,Jungang-Way,2.0,26.0,17.096774193548388
2017,12,Juwol-Dong,6.0,28.0,17.806451612903224
2017,12,Nowon-Gu,2.0,26.0,15.483870967741936
2017,12,Pado-Ri,24.0,40.0,33.0
2017,12,Paju,13.0,32.0,23.612903225806452
2017,12,Seolseong-Myeon,2.0,27.0,16.483870967741936
2018,1,Bangsan-Myeon,20.0,35.0,28.032258064516128
2018,1,Geumchon-Dong,7.0,32.0,24.06451612903226
2018,1,Gwanak-Gu,2.0,23.0,14.612903225806452
2018,1,Jeongnim-Dong,4.0,33.0,19.64516129032258
2018,1,Jungang-Way,9.0,31.0,20.612903225806452
2018,1,Juwol-Dong,4.0,29.0,19.741935483870968
2018,1,Nowon-Gu,4.0,30.0,20.193548387096776
2018,1,Pado-Ri,28.0,49.0,36.645161290322584
2018,1,Paju,18.0,39.0,30.0
2018,1,Seolseong-Myeon,8.0,41.0,22.193548387096776
2018,2,Bangsan-Myeon,19.0,41.0,32.714285714285715
2018,2,Geumchon-Dong,2.0,33.0,24.142857142857142
2018,2,Gwanak-Gu,5.0,33.0,20.285714285714285
2018,2,Jeongnim-Dong,2.0,38.0,26.035714285714285
2018,2,Jungang-Way,4.0,41.0,28.642857142857142
2018,2,Juwol-Dong,4.0,36.0,26.857142857142858
2018,2,Nowon-Gu,2.0,38.0,26.035714285714285
2018,2,Pado-Ri,31.0,54.0,42.03703703703704
2018,2,Paju,24.0,42.0,34.32142857142857
2018,2,Sangjusi,36.0,41.0,38.0
2018,2,Seolseong-Myeon,6.0,43.0,30.535714285714285
2018,2,Seonggeoeup,15.0,38.0,30.0
2018,3,Bangsan-Myeon,26.0,64.0,41.93333333333333
2018,3,Geumchon-Dong,21.0,56.0,34.25806451612903
2018,3,Gwanak-Gu,9.0,66.0,31.433333333333334
2018,3,Jeongnim-Dong,16.0,63.0,38.38709677419355
2018,3,Jungang-Way,23.0,60.0,37.774193548387096
2018,3,Juwol-Dong,20.0,55.0,35.16129032258065
2018,3,Nowon-Gu,19.0,52.0,35.16129032258065
2018,3,Pado-Ri,34.0,92.0,52.903225806451616
2018,3,Paju,27.0,71.0,45.13333333333333
2018,3,Sangjusi,15.0,80.0,42.645161290322584
2018,3,Seolseong-Myeon,26.0,86.0,47.03225806451613
2018,3,Seonggeoeup,25.0,72.0,39.45161290322581
2018,4,Bangsan-Myeon,21.0,91.0,48.56666666666667
2018,4,Geumchon-Dong,23.0,89.0,42.8
2018,4,Gwanak-Gu,21.0,74.0,39.766666666666666
2018,4,Jeongnim-Dong,24.0,92.0,49.46666666666667
2018,4,Jungang-Way,26.0,82.0,46.1
2018,4,Juwol-Dong,19.0,61.0,36.6
2018,4,Nowon-Gu,24.0,68.0,40.03333333333333
2018,4,Pado-Ri,30.0,80.0,54.0
2018,4,Paju,34.0,114.0,55.86666666666667
2018,4,Sangjusi,22.0,94.0,47.96666666666667
2018,4,Seolseong-Myeon,29.0,94.0,50.96666666666667
2018,4,Seonggeoeup,24.0,103.0,50.3
2018,5,Bangsan-Myeon,20.0,87.0,47.41935483870968
2018,5,Geumchon-Dong,12.0,86.0,45.70967741935484
2018,5,Gwanak-Gu,5.0,89.0,39.96666666666667
2018,5,Jeongnim-Dong,21.0,109.0,55.16129032258065
2018,5,Jungang-Way,25.0,96.0,51.16129032258065
2018,5,Juwol-Dong,20.0,81.0,41.58064516129032
2018,5,Nowon-Gu,9.0,95.0,39.225806451612904
2018,5,Pado-Ri,20.0,90.0,57.193548387096776
2018,5,Paju,23.0,85.0,51.193548387096776
2018,5,Sangjusi,17.0,99.0,53.12903225806452
2018,5,Seolseong-Myeon,21.0,109.0,51.0
2018,5,Seonggeoeup,21.0,118.0,58.67741935483871
2018,6,Bangsan-Myeon,22.0,89.0,45.46666666666667
2018,6,Geumchon-Dong,19.0,72.0,45.333333333333336
2018,6,Gwanak-Gu,6.0,95.0,44.13793103448276
2018,6,Jeongnim-Dong,24.0,87.0,54.666666666666664
2018,6,Jungang-Way,24.0,108.0,59.46666666666667
2018,6,Juwol-Dong,22.0,73.0,41.766666666666666
2018,6,Nowon-Gu,16.0,78.0,42.36666666666667
2018,6,Pado-Ri,23.0,86.0,52.96666666666667
2018,6,Paju,21.0,70.0,46.36666666666667
2018,6,Sangjusi,28.0,96.0,52.9
2018,6,Seolseong-Myeon,26.0,94.0,60.96666666666667
2018,6,Seonggeoeup,30.0,109.0,62.93333333333333
2018,7,Bangsan-Myeon,5.0,44.0,24.29032258064516
2018,7,Geumchon-Dong,5.0,92.0,29.258064516129032
2018,7,Gwanak-Gu,7.0,96.0,38.903225806451616
2018,7,Jeongnim-Dong,13.0,107.0,38.45161290322581
2018,7,Jungang-Way,12.0,101.0,40.32258064516129
2018,7,Juwol-Dong,12.0,49.0,27.161290322580644
2018,7,Nowon-Gu,6.0,84.0,34.41935483870968
2018,7,Pado-Ri,12.0,128.0,37.45161290322581
2018,7,Paju,7.0,61.0,23.032258064516128
2018,7,Sangjusi,12.0,83.0,42.32258064516129
2018,7,Seolseong-Myeon,9.0,83.0,36.0
2018,7,Seonggeoeup,8.0,110.0,43.45161290322581
2018,8,Bangsan-Myeon,15.0,59.0,28.870967741935484
2018,8,Geumchon-Dong,11.0,101.0,37.5
2018,8,Gwanak-Gu,15.0,94.0,38.41935483870968
2018,8,Jeongnim-Dong,12.0,72.0,37.806451612903224
2018,8,Jungang-Way,14.0,65.0,36.32258064516129
2018,8,Juwol-Dong,8.0,48.0,29.258064516129032
2018,8,Nowon-Gu,8.0,102.0,35.41935483870968
2018,8,Pado-Ri,15.0,97.0,38.87096774193548
2018,8,Paju,19.0,88.0,35.96774193548387
2018,8,Sangjusi,22.0,75.0,42.483870967741936
2018,8,Seolseong-Myeon,14.0,77.0,39.61290322580645
2018,8,Seonggeoeup,8.0,75.0,42.74193548387097
2018,9,Bangsan-Myeon,19.0,46.0,29.133333333333333
2018,9,Geumchon-Dong,17.0,50.0,30.724137931034484
2018,9,Gwanak-Gu,16.0,60.0,32.13333333333333
2018,9,Jeongnim-Dong,13.0,56.0,28.1
2018,9,Jungang-Way,12.0,54.0,31.633333333333333
2018,9,Juwol-Dong,17.0,45.0,32.06666666666667
2018,9,Nowon-Gu,9.0,38.0,27.033333333333335
2018,9,Pado-Ri,23.0,56.0,34.833333333333336
2018,9,Paju,23.0,59.0,34.56666666666667
2018,9,Sangjusi,17.0,65.0,35.93333333333333
2018,9,Seolseong-Myeon,16.0,70.0,36.5
2018,9,Seonggeoeup,5.0,63.0,26.133333333333333
2018,10,Bangsan-Myeon,20.0,42.0,29.70967741935484
2018,10,Geumchon-Dong,15.0,49.0,26.387096774193548
2018,10,Gwanak-Gu,14.0,37.0,23.741935483870968
2018,10,Jeongnim-Dong,14.0,45.0,28.387096774193548
2018,10,Jungang-Way,16.0,37.0,25.419354838709676
2018,10,Juwol-Dong,15.0,51.0,28.612903225806452
2018,10,Nowon-Gu,15.0,57.0,28.64516129032258
2018,10,Pado-Ri,23.0,69.0,39.38709677419355
2018,10,Paju,22.0,57.0,34.193548387096776
2018,10,Sangjusi,16.0,60.0,31.967741935483872
2018,10,Seolseong-Myeon,7.0,52.0,28.967741935483872
2018,10,Seonggeoeup,5.0,55.0,25.482758620689655
2018,11,Bangsan-Myeon,14.0,39.0,26.6
2018,11,Geumchon-Dong,7.0,32.0,19.166666666666668
2018,11,Gwanak-Gu,3.0,29.0,13.866666666666667
2018,11,Jeongnim-Dong,2.0,37.0,17.333333333333332
2018,11,Jungang-Way,6.0,37.0,17.433333333333334
2018,11,Juwol-Dong,8.0,37.0,20.166666666666668
2018,11,Nowon-Gu,4.0,30.0,14.933333333333334
2018,11,Pado-Ri,20.0,53.0,37.86666666666667
2018,11,Paju,18.0,43.0,30.866666666666667
2018,11,Sangjusi,6.0,40.0,22.766666666666666
2018,11,Seolseong-Myeon,2.0,44.0,24.366666666666667
2018,11,Seonggeoeup,2.0,39.0,21.966666666666665
2018,12,Bangsan-Myeon,10.0,33.0,23.96551724137931
2018,12,Geumchon-Dong,3.0,26.0,16.321428571428573
2018,12,Gwanak-Gu,3.0,25.0,14.466666666666667
2018,12,Jeongnim-Dong,1.0,28.0,16.357142857142858
2018,12,Jungang-Way,1.0,30.0,16.928571428571427
2018,12,Juwol-Dong,4.0,35.0,18.178571428571427
2018,12,Nowon-Gu,3.0,23.0,13.89655172413793
2018,12,Pado-Ri,21.0,38.0,29.5
2018,12,Paju,14.0,38.0,26.642857142857142
2018,12,Sangjusi,1.0,34.0,21.142857142857142
2018,12,Seolseong-Myeon,2.0,30.0,18.142857142857142
2018,12,Seonggeoeup,2.0,27.0,16.107142857142858
2019,1,Bangsan-Myeon,22.0,38.0,27.70967741935484
2019,1,Geumchon-Dong,6.0,29.0,18.838709677419356
2019,1,Gwanak-Gu,4.0,23.0,15.32258064516129
2019,1,Jeongnim-Dong,9.0,29.0,21.29032258064516
2019,1,Jungang-Way,9.0,29.0,21.06451612903226
2019,1,Juwol-Dong,7.0,32.0,23.903225806451612
2019,1,Nowon-Gu,3.0,22.0,14.96774193548387
2019,1,Pado-Ri,24.0,45.0,33.25806451612903
2019,1,Paju,16.0,41.0,29.419354838709676
2019,1,Sangjusi,15.0,34.0,26.93548387096774
2019,1,Seolseong-Myeon,7.0,35.0,22.06451612903226
2019,1,Seonggeoeup,10.0,35.0,23.419354838709676
2019,2,Bangsan-Myeon,26.0,43.0,33.392857142857146
2019,2,Geumchon-Dong,13.0,51.0,28.428571428571427
2019,2,Gwanak-Gu,7.0,40.0,22.428571428571427
2019,2,Jeongnim-Dong,4.0,46.0,27.821428571428573
2019,2,Jungang-Way,9.0,51.0,29.785714285714285
2019,2,Juwol-Dong,15.0,49.0,31.035714285714285
2019,2,Nowon-Gu,12.0,43.0,22.642857142857142
2019,2,Pado-Ri,26.0,49.0,35.714285714285715
2019,2,Paju,23.0,64.0,37.392857142857146
2019,2,Sangjusi,19.0,56.0,35.0
2019,2,Seolseong-Myeon,20.0,54.0,30.964285714285715
2019,2,Seonggeoeup,12.0,54.0,32.07142857142857
2019,3,Bangsan-Myeon,20.0,52.0,37.37931034482759
2019,3,Geumchon-Dong,24.0,51.0,34.96666666666667
2019,3,Gwanak-Gu,8.0,73.0,35.758620689655174
2019,3,Hwasun-Eup,9.0,45.0,32.666666666666664
2019,3,Jeongnim-Dong,16.0,60.0,38.0
2019,3,Jungang-Way,6.0,52.0,36.53333333333333
2019,3,Juwol-Dong,21.0,57.0,39.43333333333333
2019,3,Nowon-Gu,16.0,43.0,29.35483870967742
2019,3,Pado-Ri,34.0,54.0,40.36666666666667
2019,3,Paju,35.0,70.0,43.56666666666667
2019,3,Sangjusi,29.0,72.0,46.03333333333333
2019,3,Seolseong-Myeon,31.0,64.0,41.53333333333333
2019,3,Seonggeoeup,12.0,65.0,38.93333333333333
2019,4,Bangsan-Myeon,27.0,63.0,44.37931034482759
2019,4,Geumchon-Dong,28.0,56.0,41.8
2019,4,Gwanak-Gu,16.0,62.0,39.46666666666667
2019,4,Hwasun-Eup,19.0,62.0,37.166666666666664
2019,4,Jeongnim-Dong,19.0,52.0,39.86666666666667
2019,4,Jungang-Way,18.0,60.0,43.93333333333333
2019,4,Juwol-Dong,22.0,70.0,44.63333333333333
2019,4,Nowon-Gu,22.0,44.0,33.06666666666667
2019,4,Pado-Ri,32.0,66.0,42.43333333333333
2019,4,Paju,35.0,76.0,48.6
2019,4,Sangjusi,26.0,70.0,48.86666666666667
2019,4,Seolseong-Myeon,24.0,68.0,45.5
2019,4,Seonggeoeup,29.0,81.0,44.3
2019,5,Bangsan-Myeon,24.0,86.0,56.29032258064516
2019,5,Geumchon-Dong,30.0,135.0,62.87096774193548
2019,5,Gwanak-Gu,25.0,126.0,60.29032258064516
2019,5,Hwasun-Eup,27.0,106.0,51.806451612903224
2019,5,Jeongnim-Dong,31.0,119.0,62.87096774193548
2019,5,Jungang-Way,28.0,115.0,69.51612903225806
2019,5,Juwol-Dong,29.0,108.0,52.193548387096776
2019,5,Nowon-Gu,18.0,115.0,49.225806451612904
2019,5,Pado-Ri,30.0,123.0,62.12903225806452
2019,5,Paju,27.0,151.0,70.12903225806451
2019,5,Sangjusi,33.0,112.0,71.45161290322581
2019,5,Seolseong-Myeon,31.0,139.0,78.93548387096774
2019,5,Seonggeoeup,36.0,129.0,73.09677419354838
2019,6,Bangsan-Myeon,17.0,67.0,35.86206896551724
2019,6,Geumchon-Dong,30.0,79.0,47.03448275862069
2019,6,Gwanak-Gu,25.0,90.0,51.333333333333336
2019,6,Hwasun-Eup,23.0,69.0,39.689655172413794
2019,6,Jeongnim-Dong,27.0,91.0,50.758620689655174
2019,6,Jungang-Way,30.0,104.0,55.758620689655174
2019,6,Juwol-Dong,23.0,63.0,40.310344827586206
2019,6,Nowon-Gu,20.0,66.0,40.666666666666664
2019,6,Pado-Ri,31.0,63.0,43.310344827586206
2019,6,Paju,30.0,81.0,47.275862068965516
2019,6,Sangjusi,30.0,94.0,56.275862068965516
2019,6,Seolseong-Myeon,31.0,130.0,67.03448275862068
2019,6,Seonggeoeup,36.0,119.0,66.96551724137932
2019,7,Bangsan-Myeon,9.0,59.0,26.741935483870968
2019,7,Geumchon-Dong,13.0,68.0,36.32258064516129
2019,7,Gwanak-Gu,12.0,114.0,47.12903225806452
2019,7,Hwasun-Eup,10.0,70.0,27.516129032258064
2019,7,Jeongnim-Dong,12.0,70.0,33.903225806451616
2019,7,Jungang-Way,19.0,89.0,40.774193548387096
2019,7,Juwol-Dong,10.0,63.0,29.322580645161292
2019,7,Nowon-Gu,9.0,89.0,33.32258064516129
2019,7,Pado-Ri,16.0,87.0,36.29032258064516
2019,7,Paju,15.0,58.0,35.516129032258064
2019,7,Sangjusi,10.0,76.0,35.29032258064516
2019,7,Seolseong-Myeon,12.0,105.0,43.064516129032256
2019,7,Seonggeoeup,4.0,113.0,40.03225806451613
2019,8,Bangsan-Myeon,4.0,45.0,21.322580645161292
2019,8,Geumchon-Dong,12.0,65.0,42.25806451612903
2019,8,Gwanak-Gu,12.0,69.0,37.806451612903224
2019,8,Hwasun-Eup,13.0,67.0,35.87096774193548
2019,8,Jeongnim-Dong,15.0,58.0,37.83870967741935
2019,8,Jungang-Way,15.0,75.0,38.29032258064516
2019,8,Juwol-Dong,13.0,64.0,35.70967741935484
2019,8,Nowon-Gu,12.0,59.0,35.67741935483871
2019,8,Pado-Ri,15.0,96.0,50.41935483870968
2019,8,Paju,13.0,60.0,34.38709677419355
2019,8,Sangjusi,18.0,68.0,40.6
2019,8,Seolseong-Myeon,15.0,74.0,45.645161290322584
2019,8,Seonggeoeup,11.0,69.0,41.61290322580645
2019,9,Bangsan-Myeon,5.0,27.0,18.2
2019,9,Geumchon-Dong,10.0,61.0,30.633333333333333
2019,9,Gwanak-Gu,9.0,19.0,14.0
2019,9,Hwasun-Eup,8.0,45.0,27.133333333333333
2019,9,Jeongnim-Dong,12.0,47.0,32.03333333333333
2019,9,Jungang-Way,15.0,42.0,28.933333333333334
2019,9,Juwol-Dong,9.0,48.0,27.8
2019,9,Nowon-Gu,11.0,51.0,27.7
2019,9,Pado-Ri,13.0,63.0,37.86666666666667
2019,9,Paju,9.0,68.0,33.166666666666664
2019,9,Sangjusi,20.0,62.0,33.3
2019,9,Seolseong-Myeon,14.0,77.0,34.3
2019,9,Seonggeoeup,13.0,78.0,38.8
2019,10,Bangsan-Myeon,6.0,40.0,22.0
2019,10,Geumchon-Dong,12.0,47.0,28.774193548387096
2019,10,Gwanak-Gu,4.0,25.0,16.06451612903226
2019,10,Hwasun-Eup,11.0,42.0,27.35483870967742
2019,10,Jeongnim-Dong,9.0,49.0,30.64516129032258
2019,10,Jungang-Way,10.0,44.0,29.225806451612904
2019,10,Juwol-Dong,14.0,46.0,29.580645161290324
2019,10,Nowon-Gu,11.0,32.0,24.06451612903226
2019,10,Pado-Ri,12.0,72.0,43.45161290322581
2019,10,Paju,20.0,64.0,35.0
2019,10,Sangjusi,21.0,62.0,33.74193548387097
2019,10,Seolseong-Myeon,10.0,52.0,31.548387096774192
2019,10,Seonggeoeup,14.0,51.0,33.935483870967744
2019,11,Bangsan-Myeon,7.0,42.0,21.0
2019,11,Geumchon-Dong,2.0,33.0,17.689655172413794
2019,11,Gwanak-Gu,4.0,27.0,13.533333333333333
2019,11,Hwasun-Eup,8.0,38.0,23.379310344827587
2019,11,Jeongnim-Dong,5.0,46.0,21.896551724137932
2019,11,Jungang-Way,4.0,40.0,18.517241379310345
2019,11,Juwol-Dong,8.0,38.0,23.862068965517242
2019,11,Nowon-Gu,3.0,27.0,15.433333333333334
2019,11,Pado-Ri,14.0,50.0,32.275862068965516
2019,11,Paju,6.0,39.0,26.310344827586206
2019,11,Sangjusi,7.0,44.0,25.0
2019,11,Seolseong-Myeon,3.0,40.0,20.551724137931036
2019,11,Seonggeoeup,5.0,55.0,22.318181818181817
2019,12,Bangsan-Myeon,9.0,35.0,23.896551724137932
2019,12,Cheongnim-Dong,9.0,29.0,19.476190476190474
2019,12,Geumchon-Dong,3.0,28.0,15.137931034482758
2019,12,Gwanak-Gu,2.0,31.0,13.310344827586206
2019,12,Hwasun-Eup,1.0,28.0,20.344827586206897
2019,12,Jeongnim-Dong,7.0,30.0,18.482758620689655
2019,12,Jungang-Way,3.0,32.0,17.103448275862068
2019,12,Juwol-Dong,5.0,25.0,18.82758620689655
2019,12,Nowon-Gu,3.0,21.0,11.862068965517242
2019,12,Pado-Ri,1.0,52.0,24.142857142857142
2019,12,Paju,12.0,32.0,23.482758620689655
2019,12,Sangjusi,9.0,35.0,23.586206896551722
2019,12,Seolseong-Myeon,4.0,28.0,15.413793103448276
2019,12,Seonggeoeup,8.0,33.0,18.137931034482758
2020,1,Bangsan-Myeon,20.0,37.0,28.29032258064516
2020,1,Cheongnim-Dong,4.0,34.0,23.096774193548388
2020,1,Geumchon-Dong,3.0,29.0,21.451612903225808
2020,1,Gwanak-Gu,3.0,24.0,14.580645161290322
2020,1,Hwasun-Eup,9.0,29.0,21.225806451612904
2020,1,Jeongnim-Dong,1.0,35.0,20.29032258064516
2020,1,Jungang-Way,7.0,32.0,21.483870967741936
2020,1,Juwol-Dong,8.0,29.0,19.516129032258064
2020,1,Nowon-Gu,5.0,26.0,16.0
2020,1,Pado-Ri,1.0,42.0,20.0
2020,1,Paju,14.0,41.0,30.903225806451612
2020,1,Sangjusi,2.0,43.0,26.548387096774192
2020,1,Seolseong-Myeon,3.0,36.0,22.483870967741936
2020,1,Seonggeoeup,1.0,34.0,21.06451612903226
2020,2,Bangsan-Myeon,26.0,41.0,34.62068965517241
2020,2,Cheongnim-Dong,14.0,43.0,29.862068965517242
2020,2,Geumchon-Dong,9.0,36.0,26.96551724137931
2020,2,Gwanak-Gu,5.0,28.0,18.275862068965516
2020,2,Hwasun-Eup,15.0,37.0,26.620689655172413
2020,2,Jeongnim-Dong,14.0,35.0,26.724137931034484
2020,2,Jungang-Way,9.0,35.0,27.96551724137931
2020,2,Juwol-Dong,17.0,33.0,24.482758620689655
2020,2,Nowon-Gu,8.0,26.0,19.724137931034484
2020,2,Pado-Ri,2.0,40.0,29.20689655172414
2020,2,Paju,5.0,39.0,30.75862068965517
2020,2,Sangjusi,11.0,44.0,33.206896551724135
2020,2,Seolseong-Myeon,7.0,40.0,29.24137931034483
2020,2,Seonggeoeup,9.0,41.0,27.482758620689655
2020,3,Bangsan-Myeon,23.0,62.0,39.89655172413793
2020,3,Cheongnim-Dong,18.0,51.0,34.0
2020,3,Geumchon-Dong,23.0,49.0,35.96551724137931
2020,3,Gwanak-Gu,12.0,45.0,28.103448275862068
2020,3,Hwasun-Eup,19.0,40.0,30.322580645161292
2020,3,Jeongnim-Dong,17.0,59.0,36.86206896551724
2020,3,Jungang-Way,24.0,50.0,37.2962962962963
2020,3,Juwol-Dong,11.0,45.0,30.413793103448278
2020,3,Nowon-Gu,13.0,40.0,27.379310344827587
2020,3,Pado-Ri,30.0,60.0,37.86206896551724
2020,3,Paju,21.0,58.0,40.58064516129032
2020,3,Sangjusi,15.0,82.0,42.83870967741935
2020,3,Seolseong-Myeon,28.0,66.0,40.13793103448276
2020,3,Seonggeoeup,29.0,75.0,41.12903225806452
2020,4,Bangsan-Myeon,29.0,92.0,47.9
2020,4,Cheongnim-Dong,29.0,80.0,42.4
2020,4,Geumchon-Dong,26.0,76.0,44.766666666666666
2020,4,Gwanak-Gu,24.0,61.0,36.63333333333333
2020,4,Hwasun-Eup,24.0,71.0,37.8
2020,4,Jeongnim-Dong,33.0,79.0,46.8
2020,4,Jungang-Way,29.0,82.0,49.333333333333336
2020,4,Juwol-Dong,30.0,72.0,42.03333333333333
2020,4,Nowon-Gu,28.0,70.0,40.733333333333334
2020,4,Pado-Ri,26.0,48.0,37.36666666666667
2020,4,Paju,27.0,70.0,45.733333333333334
