,,, o3, o3, o3
2020,4,Sangjusi,31.0,94.0,54.36666666666667
2020,4,Seolseong-Myeon,32.0,81.0,48.07142857142857
2020,4,Seonggeoeup,33.0,90.0,50.46666666666667
2020,5,Bangsan-Myeon,12.0,66.0,42.32258064516129
2020,5,Cheongnim-Dong,26.0,61.0,39.70967741935484
2020,5,Geumchon-Dong,28.0,96.0,44.0
2020,5,Gwanak-Gu,21.0,87.0,37.774193548387096
2020,5,Hwasun-Eup,27.0,62.0,39.87096774193548
2020,5,Jeongnim-Dong,24.0,65.0,44.225806451612904
2020,5,Jungang-Way,24.0,78.0,42.935483870967744
2020,5,Juwol-Dong,25.0,58.0,39.935483870967744
2020,5,Nowon-Gu,27.0,95.0,46.516129032258064
2020,5,Pado-Ri,29.0,47.0,39.12903225806452
2020,5,Paju,25.0,102.0,47.58064516129032
2020,5,Sangjusi,30.0,80.0,50.96774193548387
2020,5,Seolseong-Myeon,40.0,78.0,65.25
2020,5,Seonggeoeup,27.0,84.0,50.193548387096776
2020,6,Bangsan-Myeon,18.0,66.0,43.733333333333334
2020,6,Cheongnim-Dong,26.0,86.0,45.43333333333333
2020,6,Geumchon-Dong,28.0,82.0,46.5
2020,6,Gwanak-Gu,26.0,104.0,55.733333333333334
2020,6,Hwasun-Eup,21.0,73.0,37.2
2020,6,Hyeoksin-Dong,37.0,80.0,56.55555555555556
2020,6,Jeongnim-Dong,26.0,85.0,53.5
2020,6,Jungang-Way,23.0,101.0,59.3
2020,6,Juwol-Dong,25.0,65.0,38.36666666666667
2020,6,Nowon-Gu,23.0,117.0,62.3
2020,6,Onui-Dong,19.0,70.0,41.666666666666664
2020,6,Pado-Ri,26.0,70.0,43.233333333333334
2020,6,Paju,28.0,90.0,52.0
2020,6,Saesol-Dong,29.0,90.0,47.3
2020,6,Sangjusi,32.0,96.0,56.93333333333333
2020,6,Seolseong-Myeon,28.0,152.0,78.76666666666667
2020,6,Seonggeoeup,33.0,114.0,69.36666666666666
2020,6,Soi-Myeon,29.0,69.0,47.8
2020,7,Bangsan-Myeon,7.0,51.0,29.451612903225808
2020,7,Cheongnim-Dong,18.0,47.0,29.322580645161292
2020,7,Geumchon-Dong,13.0,81.0,35.12903225806452
2020,7,Gwanak-Gu,11.0,91.0,36.61290322580645
2020,7,Hwasun-Eup,9.0,46.0,25.933333333333334
2020,7,Hyeoksin-Dong,15.0,66.0,36.16129032258065
2020,7,Jeongnim-Dong,11.0,64.0,32.645161290322584
2020,7,Jungang-Way,9.0,56.0,33.58064516129032
2020,7,Juwol-Dong,8.0,45.0,25.322580645161292
2020,7,Nowon-Gu,17.0,97.0,42.83870967741935
2020,7,Onui-Dong,5.0,46.0,27.64516129032258
2020,7,Pado-Ri,13.0,81.0,36.83870967741935
2020,7,Paju,15.0,91.0,35.096774193548384
2020,7,Saesol-Dong,15.0,87.0,37.16129032258065
2020,7,Sangjusi,14.0,61.0,33.74193548387097
2020,7,Seolseong-Myeon,22.0,90.0,44.16129032258065
2020,7,Seonggeoeup,16.0,96.0,40.225806451612904
2020,7,Soi-Myeon,13.0,63.0,29.483870967741936
2020,8,Bangsan-Myeon,4.0,33.0,20.580645161290324
2020,8,Cheongnim-Dong,15.0,56.0,28.93548387096774
2020,8,Geumchon-Dong,8.0,41.0,25.129032258064516
2020,8,Gwanak-Gu,9.0,50.0,26.419354838709676
2020,8,Hwasun-Eup,9.0,45.0,22.838709677419356
2020,8,Hyeoksin-Dong,8.0,44.0,26.64516129032258
2020,8,Jeongnim-Dong,1.0,49.0,25.166666666666668
2020,8,Jungang-Way,6.0,24.0,16.88888888888889
2020,8,Juwol-Dong,8.0,59.0,25.419354838709676
2020,8,Nowon-Gu,7.0,55.0,29.258064516129032
2020,8,Onui-Dong,5.0,46.0,21.06451612903226
2020,8,Pado-Ri,13.0,53.0,24.580645161290324
2020,8,Paju,11.0,52.0,25.35483870967742
2020,8,Saesol-Dong,9.0,45.0,25.580645161290324
2020,8,Sangjusi,16.0,62.0,33.25806451612903
2020,8,Seolseong-Myeon,9.0,87.0,37.903225806451616
2020,8,Seonggeoeup,13.0,72.0,32.903225806451616
2020,8,Soi-Myeon,8.0,45.0,24.387096774193548
2020,9,Bangsan-Myeon,12.0,42.0,27.266666666666666
2020,9,Cheongnim-Dong,18.0,72.0,32.96666666666667
2020,9,Geumchon-Dong,16.0,81.0,35.93333333333333
2020,9,Gwanak-Gu,11.0,49.0,31.166666666666668
2020,9,Hwasun-Eup,10.0,44.0,28.033333333333335
2020,9,Hyeoksin-Dong,11.0,56.0,35.5
2020,9,Jeongnim-Dong,13.0,69.0,38.7
2020,9,Juwol-Dong,13.0,52.0,31.333333333333332
2020,9,Nowon-Gu,13.0,56.0,35.4
2020,9,Onui-Dong,13.0,41.0,25.833333333333332
2020,9,Pado-Ri,24.0,61.0,37.92857142857143
2020,9,Paju,20.0,80.0,36.666666666666664
2020,9,Saesol-Dong,8.0,48.0,26.5
2020,9,Sangjusi,16.0,69.0,40.1
2020,9,Seolseong-Myeon,20.0,80.0,45.13333333333333
2020,9,Seonggeoeup,13.0,59.0,39.0
2020,9,Soi-Myeon,11.0,56.0,32.93333333333333
2020,10,Bangsan-Myeon,21.0,49.0,33.96774193548387
2020,10,Cheongnim-Dong,19.0,48.0,31.93548387096774
2020,10,Geumchon-Dong,11.0,50.0,31.225806451612904
2020,10,Gwanak-Gu,12.0,42.0,26.741935483870968
2020,10,Hwasun-Eup,9.0,36.0,26.774193548387096
2020,10,Hyeoksin-Dong,4.0,59.0,33.12903225806452
2020,10,Jeongnim-Dong,7.0,49.0,34.96774193548387
2020,10,Jungang-Way,17.0,24.0,19.666666666666668
2020,10,Juwol-Dong,5.0,42.0,29.033333333333335
2020,10,Nowon-Gu,4.0,45.0,31.06451612903226
2020,10,Onui-Dong,3.0,36.0,22.06451612903226
2020,10,Pado-Ri,22.0,56.0,35.6
2020,10,Paju,18.0,63.0,36.41935483870968
2020,10,Saesol-Dong,8.0,61.0,28.06451612903226
2020,10,Sangjusi,25.0,90.0,54.96774193548387
2020,10,Seolseong-Myeon,16.0,65.0,40.903225806451616
2020,10,Seonggeoeup,17.0,63.0,37.70967741935484
2020,10,Soi-Myeon,17.0,53.0,35.41935483870968
2020,11,Bangsan-Myeon,8.0,48.0,28.4
2020,11,Cheongnim-Dong,7.0,40.0,23.9
2020,11,Geumchon-Dong,7.0,43.0,21.6
2020,11,Gwanak-Gu,7.0,35.0,17.3
2020,11,Hwasun-Eup,8.0,35.0,22.133333333333333
2020,11,Hyeoksin-Dong,4.0,36.0,18.566666666666666
2020,11,Jeongnim-Dong,1.0,47.0,22.8
2020,11,Jungang-Way,4.0,38.0,18.933333333333334
2020,11,Juwol-Dong,2.0,34.0,21.066666666666666
2020,11,Nowon-Gu,8.0,41.0,20.9
2020,11,Onui-Dong,1.0,36.0,15.7
2020,11,Pado-Ri,22.0,57.0,33.233333333333334
2020,11,Paju,17.0,48.0,29.866666666666667
2020,11,Saesol-Dong,12.0,44.0,23.266666666666666
2020,11,Sangjusi,8.0,88.0,32.766666666666666
2020,11,Seolseong-Myeon,13.0,63.0,28.1
2020,11,Seonggeoeup,11.0,46.0,25.166666666666668
2020,11,Soi-Myeon,17.0,48.0,28.0
2020,12,Bangsan-Myeon,8.0,35.0,28.0
2020,12,Cheongnim-Dong,16.0,28.0,22.06451612903226
2020,12,Geumchon-Dong,7.0,26.0,18.548387096774192
2020,12,Gwanak-Gu,4.0,22.0,15.612903225806452
2020,12,Hwasun-Eup,6.0,28.0,18.903225806451612
2020,12,Hyeoksin-Dong,15.0,34.0,22.29032258064516
2020,12,Jeongnim-Dong,4.0,30.0,20.612903225806452
2020,12,Jungang-Way,4.0,26.0,17.483870967741936
2020,12,Juwol-Dong,5.0,27.0,15.483870967741936
2020,12,Nowon-Gu,9.0,30.0,20.06451612903226
2020,12,Onui-Dong,1.0,26.0,14.806451612903226
2020,12,Pado-Ri,25.0,51.0,32.87096774193548
2020,12,Paju,5.0,36.0,27.548387096774192
2020,12,Saesol-Dong,4.0,29.0,20.193548387096776
2020,12,Sangjusi,13.0,35.0,27.322580645161292
2020,12,Seolseong-Myeon,16.0,32.0,23.451612903225808
2020,12,Seonggeoeup,14.0,35.0,21.225806451612904
2020,12,Soi-Myeon,19.0,31.0,23.70967741935484
2021,1,Bangsan-Myeon,17.0,38.0,29.0
2021,1,Cheongnim-Dong,16.0,34.0,23.483870967741936
2021,1,Geumchon-Dong,3.0,27.0,19.161290322580644
2021,1,Gwanak-Gu,1.0,23.0,14.258064516129032
2021,1,Hwasun-Eup,7.0,37.0,23.903225806451612
2021,1,Hyeoksin-Dong,11.0,34.0,23.032258064516128
2021,1,Jeongnim-Dong,2.0,30.0,21.03448275862069
2021,1,Jungang-Way,5.0,28.0,18.580645161290324
2021,1,Juwol-Dong,1.0,33.0,15.290322580645162
2021,1,Nowon-Gu,3.0,30.0,19.677419354838708
2021,1,Onui-Dong,2.0,34.0,16.870967741935484
2021,1,Pado-Ri,21.0,42.0,31.322580645161292
2021,1,Paju,13.0,36.0,27.903225806451612
2021,1,Saesol-Dong,4.0,29.0,20.620689655172413
2021,1,Sangjusi,12.0,50.0,32.45161290322581
2021,1,Seolseong-Myeon,7.0,34.0,24.774193548387096
2021,1,Seonggeoeup,4.0,36.0,23.258064516129032
2021,1,Soi-Myeon,11.0,31.0,25.29032258064516
2021,2,Bangsan-Myeon,26.0,56.0,36.357142857142854
2021,2,Cheongnim-Dong,19.0,44.0,28.857142857142858
2021,2,Geumchon-Dong,12.0,43.0,28.035714285714285
2021,2,Gwanak-Gu,3.0,37.0,21.75
2021,2,Hwasun-Eup,12.0,43.0,31.464285714285715
2021,2,Hyeoksin-Dong,11.0,42.0,28.178571428571427
2021,2,Jeongnim-Dong,11.0,50.0,32.25
2021,2,Jungang-Way,9.0,41.0,25.464285714285715
2021,2,Juwol-Dong,9.0,35.0,23.392857142857142
2021,2,Nowon-Gu,8.0,40.0,26.928571428571427
2021,2,Onui-Dong,7.0,40.0,23.928571428571427
2021,2,Pado-Ri,25.0,44.0,35.714285714285715
2021,2,Paju,22.0,56.0,35.642857142857146
2021,2,Saesol-Dong,8.0,45.0,30.035714285714285
2021,2,Sangjusi,28.0,59.0,40.607142857142854
2021,2,Seolseong-Myeon,17.0,52.0,33.107142857142854
2021,2,Seonggeoeup,14.0,51.0,32.392857142857146
2021,2,Soi-Myeon,25.0,54.0,35.07142857142857
2021,3,Bangsan-Myeon,32.0,70.0,44.29032258064516
2021,3,Cheongnim-Dong,18.0,43.0,32.16129032258065
2021,3,Geumchon-Dong,15.0,63.0,36.38709677419355
2021,3,Gwanak-Gu,3.0,54.0,27.0
2021,3,Hwasun-Eup,21.0,63.0,38.12903225806452
2021,3,Hyeoksin-Dong,21.0,51.0,36.58064516129032
2021,3,Jeongnim-Dong,13.0,53.0,36.096774193548384
2021,3,Jungang-Way,17.0,45.0,32.25806451612903
2021,3,Juwol-Dong,19.0,54.0,32.54838709677419
2021,3,Nowon-Gu,18.0,52.0,33.064516129032256
2021,3,Onui-Dong,9.0,49.0,31.580645161290324
2021,3,Pado-Ri,29.0,62.0,43.193548387096776
2021,3,Paju,25.0,71.0,43.93333333333333
2021,3,Saesol-Dong,25.0,67.0,38.38709677419355
2021,3,Sangjusi,28.0,97.0,63.0
2021,3,Seolseong-Myeon,22.0,58.0,41.87096774193548
2021,3,Seonggeoeup,26.0,64.0,41.516129032258064
2021,3,Soi-Myeon,23.0,75.0,42.41935483870968
2021,4,Bangsan-Myeon,34.0,67.0,45.06666666666667
2021,4,Cheongnim-Dong,23.0,56.0,37.1
2021,4,Geumchon-Dong,33.0,89.0,47.43333333333333
2021,4,Gwanak-Gu,23.0,72.0,37.63333333333333
2021,4,Hwasun-Eup,23.0,70.0,42.766666666666666
2021,4,Hyeoksin-Dong,27.0,85.0,47.3
2021,4,Jeongnim-Dong,28.0,93.0,47.733333333333334
2021,4,Jungang-Way,28.0,73.0,37.8
2021,4,Juwol-Dong,17.0,84.0,45.86666666666667
2021,4,Nowon-Gu,28.0,80.0,41.03333333333333
2021,4,Onui-Dong,27.0,83.0,39.8
2021,4,Pado-Ri,31.0,97.0,46.333333333333336
2021,4,Paju,30.0,104.0,51.06666666666667
2021,4,Saesol-Dong,24.0,93.0,44.53333333333333
2021,4,Sangjusi,32.0,114.0,63.233333333333334
2021,4,Seolseong-Myeon,29.0,110.0,51.46666666666667
2021,4,Seonggeoeup,37.0,109.0,53.9
2021,4,Soi-Myeon,37.0,111.0,52.8
2021,5,Bangsan-Myeon,25.0,78.0,42.41935483870968
2021,5,Cheongnim-Dong,16.0,56.0,36.96774193548387
2021,5,Geumchon-Dong,17.0,110.0,51.03225806451613
2021,5,Gwanak-Gu,17.0,81.0,38.16129032258065
2021,5,Hwasun-Eup,20.0,60.0,42.645161290322584
2021,5,Hyeoksin-Dong,25.0,76.0,49.0
2021,5,Jeongnim-Dong,25.0,78.0,48.483870967741936
2021,5,Jungang-Way,18.0,56.0,35.67741935483871
2021,5,Juwol-Dong,21.0,68.0,47.96774193548387
2021,5,Nowon-Gu,18.0,64.0,39.193548387096776
2021,5,Onui-Dong,18.0,57.0,35.70967741935484
2021,5,Pado-Ri,28.0,91.0,47.58064516129032
2021,5,Paju,22.0,98.0,49.774193548387096
2021,5,Saesol-Dong,23.0,102.0,49.935483870967744
2021,5,Sangjusi,24.0,93.0,58.41935483870968
2021,5,Seolseong-Myeon,23.0,95.0,49.38709677419355
2021,5,Seonggeoeup,21.0,103.0,53.12903225806452
2021,5,Soi-Myeon,24.0,88.0,49.354838709677416
2021,6,Bangsan-Myeon,20.0,84.0,41.833333333333336
2021,6,Cheongnim-Dong,24.0,73.0,39.9
2021,6,Geumchon-Dong,28.0,106.0,61.833333333333336
2021,6,Gwanak-Gu,24.0,108.0,52.56666666666667
2021,6,Hwasun-Eup,22.0,67.0,44.333333333333336
2021,6,Hyeoksin-Dong,24.0,83.0,50.06666666666667
2021,6,Jeongnim-Dong,26.0,84.0,53.6
2021,6,Jungang-Way,23.0,76.0,38.166666666666664
2021,6,Juwol-Dong,24.0,81.0,50.93333333333333
2021,6,Nowon-Gu,29.0,91.0,52.4
2021,6,Onui-Dong,21.0,94.0,40.86666666666667
2021,6,Pado-Ri,25.0,78.0,47.766666666666666
2021,6,Paju,27.0,86.0,50.766666666666666
2021,6,Saesol-Dong,31.0,116.0,60.3
2021,6,Sangjusi,37.0,134.0,79.83333333333333
2021,6,Seolseong-Myeon,12.0,86.0,53.74074074074074
2021,6,Seonggeoeup,31.0,103.0,66.3
2021,6,Soi-Myeon,18.0,80.0,46.5
2021,7,Bangsan-Myeon,16.0,55.0,31.870967741935484
2021,7,Cheongnim-Dong,18.0,76.0,32.096774193548384
2021,7,Geumchon-Dong,28.0,87.0,55.0
2021,7,Gwanak-Gu,28.0,102.0,59.096774193548384
2021,7,Hwasun-Eup,11.0,52.0,29.483870967741936
2021,7,Hyeoksin-Dong,13.0,60.0,32.225806451612904
2021,7,Jeongnim-Dong,18.0,57.0,35.32258064516129
2021,7,Jungang-Way,20.0,48.0,31.516129032258064
2021,7,Juwol-Dong,13.0,58.0,33.354838709677416
2021,7,Nowon-Gu,22.0,89.0,47.70967741935484
2021,7,Onui-Dong,19.0,49.0,32.0
2021,7,Pado-Ri,16.0,108.0,48.0
2021,7,Paju,23.0,79.0,42.61290322580645
2021,7,Saesol-Dong,26.0,104.0,56.064516129032256
2021,7,Sangjusi,42.0,144.0,75.83870967741936
2021,7,Seolseong-Myeon,18.0,71.0,39.285714285714285
2021,7,Seonggeoeup,25.0,103.0,44.83870967741935
2021,7,Soi-Myeon,23.0,53.0,34.29032258064516
2021,8,Bangsan-Myeon,18.0,49.0,33.516129032258064
2021,8,Cheongnim-Dong,12.0,59.0,33.87096774193548
2021,8,Geumchon-Dong,23.0,84.0,41.903225806451616
2021,8,Gwanak-Gu,22.0,76.0,41.67741935483871
2021,8,Hwasun-Eup,9.0,45.0,25.774193548387096
2021,8,Hyeoksin-Dong,19.0,54.0,36.58064516129032
2021,8,Jeongnim-Dong,13.0,62.0,37.096774193548384
2021,8,Jungang-Way,16.0,59.0,32.483870967741936
2021,8,Juwol-Dong,12.0,58.0,33.41935483870968
2021,8,Nowon-Gu,20.0,90.0,40.16129032258065
2021,8,Onui-Dong,13.0,58.0,32.935483870967744
2021,8,Pado-Ri,19.0,62.0,41.096774193548384
2021,8,Paju,17.0,51.0,32.90909090909091
2021,8,Saesol-Dong,23.0,90.0,43.516129032258064
2021,8,Sangjusi,20.0,111.0,48.7
2021,8,Seolseong-Myeon,20.0,69.0,37.12903225806452
2021,8,Seonggeoeup,28.0,78.0,45.645161290322584
2021,8,Soi-Myeon,20.0,51.0,34.0
2021,9,Bangsan-Myeon,15.0,41.0,30.033333333333335
2021,9,Cheongnim-Dong,17.0,53.0,31.533333333333335
2021,9,Geumchon-Dong,16.0,66.0,36.53333333333333
2021,9,Gwanak-Gu,20.0,89.0,41.93333333333333
2021,9,Hwasun-Eup,20.0,44.0,31.433333333333334
2021,9,Hyeoksin-Dong,21.0,69.0,36.6
2021,9,Jeongnim-Dong,27.0,66.0,36.7
2021,9,Jungang-Way,16.0,49.0,28.5
2021,9,Juwol-Dong,24.0,65.0,37.333333333333336
2021,9,Nowon-Gu,15.0,91.0,37.46666666666667
2021,9,Onui-Dong,14.0,43.0,27.733333333333334
2021,9,Pado-Ri,20.0,58.0,39.6
2021,9,Paju,18.0,63.0,35.56666666666667
2021,9,Saesol-Dong,17.0,66.0,38.1
2021,9,Sangjusi,13.0,45.0,28.533333333333335
2021,9,Seolseong-Myeon,10.0,55.0,34.56666666666667
2021,9,Seonggeoeup,16.0,72.0,39.766666666666666
2021,9,Soi-Myeon,19.0,45.0,34.36666666666667
2021,10,Bangsan-Myeon,16.0,49.0,31.64516129032258
2021,10,Cheongnim-Dong,19.0,65.0,29.838709677419356
2021,10,Geumchon-Dong,8.0,66.0,30.0
2021,10,Gwanak-Gu,14.0,69.0,30.516129032258064
2021,10,Hwasun-Eup,14.0,50.0,30.580645161290324
2021,10,Hyeoksin-Dong,12.0,61.0,35.0
2021,10,Jeongnim-Dong,16.0,52.0,31.612903225806452
2021,10,Jungang-Way,13.0,40.0,24.612903225806452
2021,10,Juwol-Dong,14.0,60.0,33.12903225806452
2021,10,Nowon-Gu,6.0,54.0,28.677419354838708
2021,10,Onui-Dong,9.0,34.0,20.483870967741936
2021,10,Pado-Ri,20.0,61.0,38.32258064516129
2021,10,Paju,14.0,65.0,33.774193548387096
2021,10,Saesol-Dong,14.0,61.0,30.419354838709676
2021,10,Sangjusi,11.0,49.0,30.29032258064516
2021,10,Seolseong-Myeon,12.0,51.0,31.29032258064516
2021,10,Seonggeoeup,12.0,49.0,32.806451612903224
2021,10,Soi-Myeon,10.0,48.0,32.0
2021,11,Bangsan-Myeon,18.0,47.0,30.833333333333332
2021,11,Cheongnim-Dong,15.0,38.0,25.266666666666666
2021,11,Geumchon-Dong,8.0,52.0,25.2
2021,11,Gwanak-Gu,10.0,43.0,23.466666666666665
2021,11,Hwasun-Eup,20.0,38.0,27.3
2021,11,Hyeoksin-Dong,18.0,44.0,30.6
2021,11,Jeongnim-Dong,17.0,41.0,28.366666666666667
2021,11,Jungang-Way,8.0,40.0,22.7
2021,11,Juwol-Dong,7.0,39.0,24.666666666666668
2021,11,Nowon-Gu,9.0,43.0,24.9
2021,11,Onui-Dong,5.0,32.0,18.166666666666668
2021,11,Pado-Ri,24.0,55.0,35.1
2021,11,Paju,15.0,66.0,33.56666666666667
2021,11,Saesol-Dong,13.0,52.0,25.9
2021,11,Sangjusi,16.0,47.0,29.533333333333335
2021,11,Seolseong-Myeon,6.0,42.0,26.933333333333334
2021,11,Seonggeoeup,16.0,44.0,27.466666666666665
2021,11,Soi-Myeon,20.0,48.0,31.233333333333334
2021,12,Bangsan-Myeon,9.0,33.0,24.93548387096774
2021,12,Cheongnim-Dong,15.0,27.0,20.225806451612904
2021,12,Geumchon-Dong,2.0,26.0,17.483870967741936
2021,12,Gwanak-Gu,2.0,22.0,13.129032258064516
2021,12,Hwasun-Eup,11.0,29.0,21.333333333333332
2021,12,Hyeoksin-Dong,3.0,38.0,24.70967741935484
2021,12,Jeongnim-Dong,5.0,35.0,20.548387096774192
2021,12,Jungang-Way,3.0,32.0,19.129032258064516
2021,12,Juwol-Dong,8.0,28.0,20.70967741935484
2021,12,Nowon-Gu,2.0,28.0,16.806451612903224
2021,12,Onui-Dong,3.0,27.0,15.096774193548388
2021,12,Pado-Ri,24.0,41.0,32.0
2021,12,Paju,11.0,34.0,25.774193548387096
2021,12,Saesol-Dong,2.0,33.0,18.612903225806452
2021,12,Sangjusi,7.0,33.0,23.967741935483872
2021,12,Seolseong-Myeon,4.0,27.0,19.677419354838708
2021,12,Seonggeoeup,3.0,29.0,20.096774193548388
2021,12,Soi-Myeon,4.0,32.0,22.193548387096776
2022,1,Bangsan-Myeon,22.0,39.0,29.06451612903226
2022,1,Cheongnim-Dong,16.0,31.0,21.903225806451612
2022,1,Geumchon-Dong,5.0,31.0,22.0
2022,1,Gwanak-Gu,4.0,23.0,16.322580645161292
2022,1,Hwasun-Eup,12.0,30.0,22.20689655172414
2022,1,Hyeoksin-Dong,10.0,34.0,25.774193548387096
2022,1,Jeongnim-Dong,5.0,34.0,23.29032258064516
2022,1,Jungang-Way,7.0,37.0,24.548387096774192
2022,1,Juwol-Dong,12.0,31.0,23.29032258064516
2022,1,Nowon-Gu,6.0,32.0,21.677419354838708
2022,1,Onui-Dong,3.0,32.0,17.419354838709676
2022,1,Pado-Ri,26.0,43.0,33.70967741935484
2022,1,Paju,15.0,39.0,30.70967741935484
2022,1,Saemangeum,38.0,38.0,38.0
2022,1,Saesol-Dong,3.0,37.0,21.22222222222222
2022,1,Sangjusi,13.0,33.0,26.258064516129032
2022,1,Seolseong-Myeon,10.0,36.0,24.258064516129032
2022,1,Seonggeoeup,6.0,36.0,23.258064516129032
2022,1,Soi-Myeon,9.0,34.0,24.580645161290324
2022,1,Taeha-Ri,40.0,40.0,40.0
2022,2,Bangsan-Myeon,27.0,44.0,34.78947368421053
2022,2,Cheongnim-Dong,19.0,33.0,24.05263157894737
2022,2,Geumchon-Dong,7.0,37.0,27.68421052631579
2022,2,Gwanak-Gu,12.0,30.0,22.736842105263158
2022,2,Hwasun-Eup,22.0,45.0,30.789473684210527
2022,2,Hyeoksin-Dong,24.0,48.0,35.1578947368421
2022,2,Jeongnim-Dong,19.0,49.0,33.0
2022,2,Jungang-Way,27.0,41.0,34.78947368421053
2022,2,Juwol-Dong,24.0,46.0,31.789473684210527
2022,2,Nowon-Gu,16.0,35.0,29.473684210526315
2022,2,Onui-Dong,18.0,34.0,28.736842105263158
2022,2,Pado-Ri,29.0,51.0,39.89473684210526
2022,2,Paju,29.0,51.0,36.63157894736842
2022,2,Saemangeum,31.0,51.0,38.0
2022,2,Saesol-Dong,21.0,45.0,33.89473684210526
2022,2,Sangjusi,24.0,46.0,33.36842105263158
2022,2,Seolseong-Myeon,27.0,47.0,34.73684210526316
2022,2,Seonggeoeup,20.0,37.0,31.157894736842106
2022,2,Soi-Myeon,26.0,45.0,34.21052631578947
2022,2,Taeha-Ri,37.0,47.0,39.76923076923077
