,,, so2, so2, so2
2017,7,Nowon-Gu,2.0,3.0,2.875
2017,7,Pado-Ri,1.0,5.0,2.142857142857143
2017,7,Seolseong-Myeon,,,
2017,8,Geumchon-Dong,2.0,2.0,2.0
2017,8,Gwanak-Gu,6.0,9.0,7.0
2017,8,Jungang-Way,5.0,5.0,5.0
2017,8,Pado-Ri,2.0,6.0,3.75
2017,8,Seolseong-Myeon,1.0,2.0,1.6666666666666667
2017,9,Bangsan-Myeon,2.0,2.0,2.0
2017,9,Geumchon-Dong,3.0,6.0,4.285714285714286
2017,9,Gwanak-Gu,6.0,9.0,7.444444444444445
2017,9,Jeongnim-Dong,1.0,3.0,2.0
2017,9,Jungang-Way,3.0,4.0,3.4285714285714284
2017,9,Juwol-Dong,1.0,8.0,4.125
2017,9,Nowon-Gu,1.0,4.0,2.625
2017,9,Pado-Ri,1.0,2.0,1.8571428571428572
2017,9,Paju,1.0,4.0,2.2857142857142856
2017,9,Seolseong-Myeon,1.0,4.0,2.125
2017,10,Bangsan-Myeon,1.0,2.0,1.6666666666666667
2017,10,Geumchon-Dong,2.0,5.0,3.576923076923077
2017,10,Gwanak-Gu,6.0,11.0,8.357142857142858
2017,10,Jeongnim-Dong,1.0,4.0,2.0689655172413794
2017,10,Jungang-Way,3.0,7.0,4.181818181818182
2017,10,Juwol-Dong,2.0,5.0,3.6296296296296298
2017,10,Nowon-Gu,3.0,7.0,4.653846153846154
2017,10,Pado-Ri,,,
2017,10,Paju,1.0,4.0,2.3846153846153846
2017,10,Seolseong-Myeon,1.0,4.0,2.076923076923077
2017,11,Bangsan-Myeon,1.0,2.0,1.8571428571428572
2017,11,Geumchon-Dong,2.0,9.0,4.344827586206897
2017,11,Gwanak-Gu,7.0,11.0,9.0
2017,11,Jeongnim-Dong,2.0,4.0,2.6785714285714284
2017,11,Jungang-Way,2.0,8.0,5.758620689655173
2017,11,Juwol-Dong,2.0,6.0,4.037037037037037
2017,11,Nowon-Gu,5.0,10.0,7.0
2017,11,Paju,2.0,5.0,3.111111111111111
2017,11,Seolseong-Myeon,1.0,3.0,2.0
2017,12,Bangsan-Myeon,1.0,3.0,2.161290322580645
2017,12,Geumchon-Dong,4.0,9.0,6.225806451612903
2017,12,Gwanak-Gu,7.0,13.0,9.483870967741936
2017,12,Jeongnim-Dong,2.0,5.0,3.3870967741935485
2017,12,Jungang-Way,3.0,9.0,5.258064516129032
2017,12,Juwol-Dong,1.0,7.0,3.967741935483871
2017,12,Nowon-Gu,6.0,12.0,8.161290322580646
2017,12,Pado-Ri,1.0,7.0,2.75
2017,12,Paju,2.0,7.0,3.838709677419355
2017,12,Seolseong-Myeon,1.0,3.0,1.7142857142857142
2018,1,Bangsan-Myeon,2.0,4.0,2.4827586206896552
2018,1,Geumchon-Dong,5.0,9.0,6.483870967741935
2018,1,Gwanak-Gu,8.0,13.0,10.161290322580646
2018,1,Jeongnim-Dong,2.0,6.0,3.6129032258064515
2018,1,Jungang-Way,3.0,8.0,5.193548387096774
2018,1,Juwol-Dong,2.0,6.0,3.838709677419355
2018,1,Nowon-Gu,7.0,12.0,8.709677419354838
2018,1,Pado-Ri,2.0,8.0,3.566666666666667
2018,1,Paju,3.0,6.0,3.935483870967742
2018,1,Seolseong-Myeon,1.0,4.0,2.103448275862069
2018,2,Bangsan-Myeon,2.0,4.0,2.4642857142857144
2018,2,Geumchon-Dong,4.0,11.0,6.642857142857143
2018,2,Gwanak-Gu,5.0,13.0,9.642857142857142
2018,2,Jeongnim-Dong,2.0,8.0,3.8214285714285716
2018,2,Jungang-Way,3.0,9.0,5.333333333333333
2018,2,Juwol-Dong,3.0,7.0,4.222222222222222
2018,2,Nowon-Gu,7.0,16.0,9.464285714285714
2018,2,Pado-Ri,1.0,10.0,2.923076923076923
2018,2,Paju,3.0,6.0,3.892857142857143
2018,2,Sangjusi,7.0,8.0,7.5
2018,2,Seolseong-Myeon,2.0,3.0,2.185185185185185
2018,2,Seonggeoeup,3.0,7.0,5.2
2018,3,Bangsan-Myeon,1.0,3.0,1.8333333333333333
2018,3,Geumchon-Dong,3.0,7.0,4.851851851851852
2018,3,Gwanak-Gu,4.0,10.0,6.571428571428571
2018,3,Jeongnim-Dong,1.0,5.0,2.1538461538461537
2018,3,Jungang-Way,2.0,7.0,4.538461538461538
2018,3,Juwol-Dong,1.0,5.0,3.0384615384615383
2018,3,Nowon-Gu,5.0,11.0,7.9655172413793105
2018,3,Pado-Ri,1.0,7.0,2.8
2018,3,Paju,1.0,5.0,3.2142857142857144
2018,3,Sangjusi,1.0,6.0,3.423076923076923
2018,3,Seolseong-Myeon,1.0,3.0,2.0526315789473686
2018,3,Seonggeoeup,1.0,6.0,3.4193548387096775
2018,4,Bangsan-Myeon,2.0,2.0,2.0
2018,4,Geumchon-Dong,1.0,7.0,3.6923076923076925
2018,4,Gwanak-Gu,3.0,10.0,5.793103448275862
2018,4,Jeongnim-Dong,1.0,3.0,1.9259259259259258
2018,4,Jungang-Way,2.0,5.0,3.642857142857143
2018,4,Juwol-Dong,2.0,6.0,3.230769230769231
2018,4,Nowon-Gu,6.0,11.0,7.666666666666667
2018,4,Pado-Ri,1.0,9.0,3.0
2018,4,Paju,1.0,4.0,2.347826086956522
2018,4,Sangjusi,2.0,6.0,3.7586206896551726
2018,4,Seolseong-Myeon,1.0,4.0,2.4210526315789473
2018,4,Seonggeoeup,1.0,8.0,3.966666666666667
2018,5,Bangsan-Myeon,1.0,10.0,2.5555555555555554
2018,5,Geumchon-Dong,1.0,7.0,3.5416666666666665
2018,5,Gwanak-Gu,2.0,8.0,4.666666666666667
2018,5,Jeongnim-Dong,1.0,3.0,1.8235294117647058
2018,5,Jungang-Way,3.0,6.0,4.25
2018,5,Juwol-Dong,2.0,6.0,3.5714285714285716
2018,5,Nowon-Gu,5.0,9.0,6.555555555555555
2018,5,Pado-Ri,1.0,10.0,2.793103448275862
2018,5,Paju,1.0,3.0,2.1176470588235294
2018,5,Sangjusi,2.0,6.0,3.923076923076923
2018,5,Seolseong-Myeon,1.0,7.0,2.619047619047619
2018,5,Seonggeoeup,1.0,8.0,3.0344827586206895
2018,6,Bangsan-Myeon,1.0,42.0,6.625
2018,6,Geumchon-Dong,2.0,6.0,3.6538461538461537
2018,6,Gwanak-Gu,3.0,10.0,5.142857142857143
2018,6,Jeongnim-Dong,1.0,4.0,1.9
2018,6,Jungang-Way,1.0,7.0,3.6666666666666665
2018,6,Juwol-Dong,2.0,6.0,3.75
2018,6,Nowon-Gu,5.0,10.0,6.724137931034483
2018,6,Pado-Ri,1.0,8.0,3.7666666666666666
2018,6,Paju,1.0,3.0,1.9444444444444444
2018,6,Sangjusi,3.0,6.0,4.043478260869565
2018,6,Seolseong-Myeon,1.0,4.0,2.4347826086956523
2018,6,Seonggeoeup,2.0,11.0,5.0
2018,7,Bangsan-Myeon,1.0,110.0,10.909090909090908
2018,7,Geumchon-Dong,3.0,7.0,3.88
2018,7,Gwanak-Gu,3.0,8.0,5.071428571428571
2018,7,Jeongnim-Dong,1.0,4.0,2.3333333333333335
2018,7,Jungang-Way,1.0,3.0,2.0952380952380953
2018,7,Juwol-Dong,2.0,7.0,3.727272727272727
2018,7,Nowon-Gu,5.0,10.0,6.586206896551724
2018,7,Pado-Ri,1.0,7.0,3.5517241379310347
2018,7,Paju,1.0,3.0,1.9523809523809523
2018,7,Sangjusi,3.0,6.0,4.0
2018,7,Seolseong-Myeon,1.0,6.0,3.1153846153846154
2018,7,Seonggeoeup,3.0,7.0,4.5
2018,8,Bangsan-Myeon,1.0,2.0,1.1428571428571428
2018,8,Geumchon-Dong,3.0,7.0,3.5416666666666665
2018,8,Gwanak-Gu,2.0,6.0,4.137931034482759
2018,8,Jeongnim-Dong,1.0,4.0,2.2083333333333335
2018,8,Jungang-Way,1.0,4.0,2.0
2018,8,Juwol-Dong,1.0,9.0,3.56
2018,8,Nowon-Gu,5.0,8.0,5.8
2018,8,Pado-Ri,1.0,8.0,3.161290322580645
2018,8,Paju,1.0,3.0,2.5
2018,8,Sangjusi,4.0,6.0,4.6521739130434785
2018,8,Seolseong-Myeon,1.0,7.0,4.3
2018,8,Seonggeoeup,3.0,6.0,4.225806451612903
2018,9,Bangsan-Myeon,1.0,1.0,1.0
2018,9,Geumchon-Dong,2.0,6.0,3.12
2018,9,Gwanak-Gu,3.0,5.0,3.962962962962963
2018,9,Jeongnim-Dong,1.0,3.0,1.8333333333333333
2018,9,Jungang-Way,2.0,5.0,3.130434782608696
2018,9,Juwol-Dong,3.0,5.0,3.3636363636363638
2018,9,Nowon-Gu,4.0,7.0,4.766666666666667
2018,9,Pado-Ri,1.0,9.0,2.7333333333333334
2018,9,Paju,2.0,4.0,2.5789473684210527
2018,9,Sangjusi,3.0,5.0,3.3846153846153846
2018,9,Seolseong-Myeon,1.0,5.0,2.2
2018,9,Seonggeoeup,2.0,7.0,4.793103448275862
2018,10,Bangsan-Myeon,1.0,5.0,3.272727272727273
2018,10,Geumchon-Dong,3.0,6.0,3.7586206896551726
2018,10,Gwanak-Gu,4.0,6.0,4.6923076923076925
2018,10,Jeongnim-Dong,1.0,2.0,1.9259259259259258
2018,10,Jungang-Way,2.0,5.0,4.0
2018,10,Juwol-Dong,3.0,7.0,3.7916666666666665
2018,10,Nowon-Gu,4.0,8.0,5.892857142857143
2018,10,Pado-Ri,1.0,4.0,2.3448275862068964
2018,10,Paju,1.0,3.0,1.3076923076923077
2018,10,Sangjusi,3.0,4.0,3.4516129032258065
2018,10,Seolseong-Myeon,1.0,6.0,2.4545454545454546
2018,10,Seonggeoeup,4.0,8.0,5.620689655172414
2018,11,Bangsan-Myeon,1.0,3.0,1.8461538461538463
2018,11,Geumchon-Dong,3.0,6.0,5.0
2018,11,Gwanak-Gu,4.0,7.0,5.392857142857143
2018,11,Jeongnim-Dong,1.0,4.0,2.433333333333333
2018,11,Jungang-Way,1.0,6.0,3.6206896551724137
2018,11,Juwol-Dong,3.0,5.0,4.466666666666667
2018,11,Nowon-Gu,6.0,9.0,7.7
2018,11,Pado-Ri,1.0,8.0,3.413793103448276
2018,11,Paju,1.0,4.0,2.0
2018,11,Sangjusi,4.0,8.0,4.9
2018,11,Seolseong-Myeon,1.0,3.0,2.0384615384615383
2018,11,Seonggeoeup,4.0,8.0,5.5
2018,12,Bangsan-Myeon,1.0,3.0,1.7
2018,12,Geumchon-Dong,4.0,9.0,6.928571428571429
2018,12,Gwanak-Gu,4.0,10.0,6.4
2018,12,Jeongnim-Dong,1.0,5.0,3.1153846153846154
2018,12,Jungang-Way,2.0,8.0,4.7407407407407405
2018,12,Juwol-Dong,3.0,8.0,4.076923076923077
2018,12,Nowon-Gu,6.0,11.0,8.310344827586206
2018,12,Pado-Ri,1.0,6.0,3.217391304347826
2018,12,Paju,1.0,5.0,2.3333333333333335
2018,12,Sangjusi,2.0,7.0,5.392857142857143
2018,12,Seolseong-Myeon,1.0,4.0,2.32
2018,12,Seonggeoeup,3.0,8.0,5.538461538461538
2019,1,Bangsan-Myeon,1.0,5.0,2.9285714285714284
2019,1,Geumchon-Dong,5.0,11.0,7.67741935483871
2019,1,Gwanak-Gu,5.0,9.0,7.633333333333334
2019,1,Jeongnim-Dong,1.0,5.0,3.129032258064516
2019,1,Jungang-Way,3.0,7.0,5.32258064516129
2019,1,Juwol-Dong,3.0,7.0,4.580645161290323
2019,1,Nowon-Gu,8.0,12.0,9.838709677419354
2019,1,Pado-Ri,2.0,6.0,3.3793103448275863
2019,1,Paju,2.0,5.0,2.7096774193548385
2019,1,Sangjusi,3.0,6.0,4.580645161290323
2019,1,Seolseong-Myeon,1.0,3.0,2.230769230769231
2019,1,Seonggeoeup,5.0,10.0,6.612903225806452
2019,2,Bangsan-Myeon,2.0,5.0,3.3043478260869565
2019,2,Geumchon-Dong,4.0,7.0,5.714285714285714
2019,2,Gwanak-Gu,5.0,10.0,7.071428571428571
2019,2,Jeongnim-Dong,2.0,6.0,3.4642857142857144
2019,2,Jungang-Way,3.0,7.0,4.714285714285714
2019,2,Juwol-Dong,3.0,6.0,4.111111111111111
2019,2,Nowon-Gu,7.0,11.0,8.592592592592593
2019,2,Pado-Ri,1.0,7.0,3.3703703703703702
2019,2,Paju,1.0,4.0,2.6
2019,2,Sangjusi,2.0,8.0,4.222222222222222
2019,2,Seolseong-Myeon,1.0,4.0,2.0
2019,2,Seonggeoeup,4.0,10.0,5.821428571428571
2019,3,Bangsan-Myeon,1.0,5.0,3.0714285714285716
2019,3,Geumchon-Dong,3.0,7.0,4.566666666666666
2019,3,Gwanak-Gu,6.0,13.0,8.72
2019,3,Hwasun-Eup,2.0,6.0,3.5384615384615383
2019,3,Jeongnim-Dong,2.0,15.0,3.433333333333333
2019,3,Jungang-Way,2.0,6.0,3.5357142857142856
2019,3,Juwol-Dong,1.0,5.0,3.0
2019,3,Nowon-Gu,4.0,9.0,6.1
2019,3,Pado-Ri,1.0,11.0,2.6538461538461537
2019,3,Paju,1.0,5.0,2.44
2019,3,Sangjusi,2.0,7.0,4.448275862068965
2019,3,Seolseong-Myeon,1.0,4.0,2.206896551724138
2019,3,Seonggeoeup,4.0,11.0,6.166666666666667
2019,4,Bangsan-Myeon,1.0,6.0,2.6551724137931036
2019,4,Geumchon-Dong,2.0,6.0,3.607142857142857
2019,4,Gwanak-Gu,4.0,7.0,6.083333333333333
2019,4,Hwasun-Eup,2.0,7.0,3.259259259259259
2019,4,Jeongnim-Dong,1.0,4.0,2.1923076923076925
2019,4,Jungang-Way,2.0,5.0,2.875
2019,4,Juwol-Dong,2.0,6.0,3.076923076923077
2019,4,Nowon-Gu,4.0,7.0,4.892857142857143
2019,4,Pado-Ri,2.0,8.0,3.9
2019,4,Paju,2.0,4.0,2.782608695652174
2019,4,Sangjusi,2.0,6.0,3.896551724137931
2019,4,Seolseong-Myeon,1.0,4.0,2.7
2019,4,Seonggeoeup,3.0,8.0,5.2
2019,5,Bangsan-Myeon,2.0,4.0,3.1538461538461537
2019,5,Geumchon-Dong,2.0,7.0,4.482758620689655
2019,5,Gwanak-Gu,4.0,6.0,4.7407407407407405
2019,5,Hwasun-Eup,2.0,7.0,4.166666666666667
2019,5,Jeongnim-Dong,1.0,7.0,3.1666666666666665
2019,5,Jungang-Way,1.0,5.0,3.3333333333333335
2019,5,Juwol-Dong,2.0,8.0,3.8620689655172415
2019,5,Nowon-Gu,4.0,8.0,6.066666666666666
2019,5,Pado-Ri,1.0,8.0,3.935483870967742
2019,5,Paju,1.0,6.0,3.08
2019,5,Sangjusi,2.0,7.0,4.517241379310345
2019,5,Seolseong-Myeon,1.0,5.0,2.7333333333333334
2019,5,Seonggeoeup,2.0,8.0,5.161290322580645
2019,6,Bangsan-Myeon,1.0,3.0,2.0476190476190474
2019,6,Geumchon-Dong,2.0,4.0,2.72
2019,6,Gwanak-Gu,4.0,9.0,5.416666666666667
2019,6,Hwasun-Eup,2.0,5.0,3.95
2019,6,Jeongnim-Dong,1.0,4.0,1.8181818181818181
2019,6,Jungang-Way,1.0,4.0,2.2222222222222223
2019,6,Juwol-Dong,1.0,4.0,2.3333333333333335
2019,6,Nowon-Gu,4.0,6.0,4.5
2019,6,Pado-Ri,1.0,6.0,3.206896551724138
2019,6,Paju,1.0,2.0,1.0833333333333333
2019,6,Sangjusi,2.0,4.0,2.5652173913043477
2019,6,Seolseong-Myeon,1.0,3.0,1.6666666666666667
2019,6,Seonggeoeup,2.0,8.0,4.724137931034483
2019,7,Bangsan-Myeon,1.0,2.0,1.7
2019,7,Geumchon-Dong,2.0,4.0,2.68
2019,7,Gwanak-Gu,4.0,8.0,5.851851851851852
2019,7,Hwasun-Eup,2.0,5.0,2.9130434782608696
2019,7,Jeongnim-Dong,1.0,3.0,1.4230769230769231
2019,7,Jungang-Way,1.0,2.0,1.4516129032258065
2019,7,Juwol-Dong,2.0,6.0,2.875
2019,7,Nowon-Gu,4.0,6.0,4.434782608695652
2019,7,Pado-Ri,1.0,6.0,2.5416666666666665
2019,7,Paju,1.0,2.0,1.2142857142857142
2019,7,Sangjusi,2.0,4.0,2.8333333333333335
2019,7,Seolseong-Myeon,1.0,2.0,1.0333333333333334
2019,7,Seonggeoeup,2.0,9.0,3.7857142857142856
2019,8,Bangsan-Myeon,1.0,1.0,1.0
2019,8,Geumchon-Dong,2.0,4.0,2.782608695652174
2019,8,Gwanak-Gu,5.0,7.0,6.148148148148148
2019,8,Hwasun-Eup,2.0,6.0,3.8333333333333335
2019,8,Jeongnim-Dong,1.0,6.0,2.2333333333333334
2019,8,Jungang-Way,1.0,2.0,1.6296296296296295
2019,8,Juwol-Dong,2.0,7.0,4.076923076923077
2019,8,Nowon-Gu,4.0,6.0,4.833333333333333
2019,8,Pado-Ri,1.0,6.0,2.9310344827586206
2019,8,Paju,1.0,2.0,1.173913043478261
2019,8,Sangjusi,2.0,6.0,2.6538461538461537
2019,8,Seolseong-Myeon,1.0,4.0,1.3846153846153846
2019,8,Seonggeoeup,3.0,6.0,3.9
2019,9,Bangsan-Myeon,1.0,2.0,1.04
2019,9,Geumchon-Dong,2.0,5.0,2.7037037037037037
2019,9,Gwanak-Gu,5.0,5.0,5.0
2019,9,Hwasun-Eup,2.0,5.0,3.037037037037037
2019,9,Jeongnim-Dong,1.0,2.0,1.9130434782608696
2019,9,Jungang-Way,2.0,3.0,2.409090909090909
2019,9,Juwol-Dong,2.0,5.0,3.2142857142857144
2019,9,Nowon-Gu,4.0,7.0,4.8
2019,9,Pado-Ri,1.0,5.0,2.730769230769231
2019,9,Paju,1.0,2.0,1.56
2019,9,Sangjusi,2.0,4.0,3.4615384615384617
2019,9,Seolseong-Myeon,1.0,2.0,1.04
2019,9,Seonggeoeup,3.0,5.0,3.6785714285714284
2019,10,Bangsan-Myeon,1.0,3.0,1.826086956521739
2019,10,Geumchon-Dong,2.0,5.0,3.12
2019,10,Gwanak-Gu,3.0,5.0,4.035714285714286
2019,10,Hwasun-Eup,1.0,3.0,2.44
2019,10,Jeongnim-Dong,2.0,3.0,2.0714285714285716
2019,10,Jungang-Way,2.0,5.0,3.56
2019,10,Juwol-Dong,2.0,6.0,3.888888888888889
2019,10,Nowon-Gu,4.0,6.0,4.548387096774194
2019,10,Pado-Ri,1.0,4.0,2.2758620689655173
2019,10,Paju,1.0,3.0,1.5714285714285714
2019,10,Sangjusi,3.0,5.0,3.466666666666667
2019,10,Seolseong-Myeon,1.0,3.0,1.3703703703703705
2019,10,Seonggeoeup,3.0,6.0,4.451612903225806
2019,11,Bangsan-Myeon,1.0,4.0,1.5
2019,11,Geumchon-Dong,3.0,6.0,4.533333333333333
2019,11,Gwanak-Gu,3.0,8.0,4.933333333333334
2019,11,Hwasun-Eup,2.0,6.0,3.6666666666666665
2019,11,Jeongnim-Dong,1.0,5.0,2.925925925925926
2019,11,Jungang-Way,2.0,5.0,3.4814814814814814
2019,11,Juwol-Dong,3.0,7.0,5.037037037037037
2019,11,Nowon-Gu,4.0,7.0,5.6
2019,11,Pado-Ri,1.0,11.0,3.3448275862068964
2019,11,Paju,1.0,4.0,2.1153846153846154
2019,11,Sangjusi,2.0,6.0,4.533333333333333
2019,11,Seolseong-Myeon,1.0,3.0,1.9130434782608696
2019,11,Seonggeoeup,2.0,7.0,4.7272727272727275
2019,12,Bangsan-Myeon,1.0,4.0,2.4166666666666665
2019,12,Cheongnim-Dong,8.0,21.0,14.285714285714286
2019,12,Geumchon-Dong,4.0,6.0,4.793103448275862
2019,12,Gwanak-Gu,3.0,6.0,4.448275862068965
2019,12,Hwasun-Eup,3.0,7.0,4.6923076923076925
2019,12,Jeongnim-Dong,1.0,4.0,3.0
2019,12,Jungang-Way,2.0,5.0,3.7857142857142856
2019,12,Juwol-Dong,3.0,7.0,4.6923076923076925
2019,12,Nowon-Gu,5.0,8.0,6.206896551724138
2019,12,Pado-Ri,1.0,3.0,2.0869565217391304
2019,12,Paju,1.0,3.0,2.269230769230769
2019,12,Sangjusi,3.0,9.0,6.586206896551724
2019,12,Seolseong-Myeon,1.0,3.0,1.7692307692307692
2019,12,Seonggeoeup,2.0,7.0,3.642857142857143
2020,1,Bangsan-Myeon,1.0,3.0,1.64
2020,1,Cheongnim-Dong,1.0,24.0,11.741935483870968
2020,1,Geumchon-Dong,2.0,7.0,4.966666666666667
2020,1,Gwanak-Gu,3.0,7.0,4.645161290322581
2020,1,Hwasun-Eup,2.0,7.0,3.892857142857143
2020,1,Jeongnim-Dong,1.0,5.0,2.033333333333333
2020,1,Jungang-Way,1.0,5.0,3.1333333333333333
2020,1,Juwol-Dong,2.0,5.0,3.888888888888889
2020,1,Nowon-Gu,4.0,8.0,6.225806451612903
2020,1,Pado-Ri,1.0,7.0,2.0
2020,1,Paju,1.0,4.0,2.25
2020,1,Sangjusi,5.0,8.0,6.387096774193548
2020,1,Seolseong-Myeon,1.0,3.0,1.3571428571428572
2020,1,Seonggeoeup,1.0,6.0,3.774193548387097
2020,2,Bangsan-Myeon,1.0,1.0,1.0
2020,2,Cheongnim-Dong,5.0,17.0,9.586206896551724
2020,2,Geumchon-Dong,2.0,6.0,3.896551724137931
2020,2,Gwanak-Gu,2.0,6.0,4.0344827586206895
2020,2,Hwasun-Eup,1.0,4.0,1.8823529411764706
2020,2,Jeongnim-Dong,1.0,3.0,1.5
2020,2,Jungang-Way,1.0,4.0,2.9285714285714284
2020,2,Juwol-Dong,2.0,4.0,3.04
2020,2,Nowon-Gu,4.0,8.0,5.413793103448276
2020,2,Pado-Ri,1.0,3.0,1.36
2020,2,Paju,1.0,4.0,2.391304347826087
2020,2,Sangjusi,4.0,7.0,5.535714285714286
2020,2,Seolseong-Myeon,1.0,2.0,1.1111111111111112
2020,2,Seonggeoeup,2.0,6.0,3.392857142857143
2020,3,Bangsan-Myeon,1.0,2.0,1.0476190476190477
2020,3,Cheongnim-Dong,5.0,21.0,10.419354838709678
2020,3,Geumchon-Dong,3.0,5.0,3.586206896551724
2020,3,Gwanak-Gu,2.0,6.0,3.9655172413793105
2020,3,Hwasun-Eup,2.0,5.0,3.227272727272727
2020,3,Jeongnim-Dong,1.0,3.0,1.5862068965517242
2020,3,Jungang-Way,2.0,4.0,2.769230769230769
2020,3,Juwol-Dong,2.0,4.0,3.111111111111111
2020,3,Nowon-Gu,4.0,7.0,5.068965517241379
2020,3,Pado-Ri,1.0,4.0,1.5185185185185186
2020,3,Paju,2.0,4.0,2.642857142857143
2020,3,Sangjusi,3.0,6.0,4.483870967741935
2020,3,Seolseong-Myeon,1.0,3.0,1.3928571428571428
2020,3,Seonggeoeup,1.0,6.0,3.032258064516129
2020,4,Bangsan-Myeon,1.0,1.0,1.0
2020,4,Cheongnim-Dong,4.0,28.0,9.5
2020,4,Geumchon-Dong,2.0,4.0,3.0
2020,4,Gwanak-Gu,2.0,5.0,3.4
2020,4,Hwasun-Eup,4.0,6.0,4.185185185185185
2020,4,Jeongnim-Dong,1.0,3.0,1.52
2020,4,Jungang-Way,2.0,4.0,2.6785714285714284
2020,4,Juwol-Dong,2.0,5.0,3.2222222222222223
2020,4,Nowon-Gu,2.0,6.0,3.0714285714285716
2020,4,Pado-Ri,1.0,2.0,1.0476190476190477
