,,, so2, so2, so2
2020,4,Paju,2.0,4.0,2.391304347826087
2020,4,Sangjusi,3.0,6.0,4.066666666666666
2020,4,Seolseong-Myeon,1.0,4.0,1.44
2020,4,Seonggeoeup,2.0,6.0,4.3
2020,5,Bangsan-Myeon,,,
2020,5,Cheongnim-Dong,3.0,12.0,6.548387096774194
2020,5,Geumchon-Dong,1.0,3.0,2.217391304347826
2020,5,Gwanak-Gu,2.0,5.0,3.1379310344827585
2020,5,Hwasun-Eup,1.0,7.0,4.285714285714286
2020,5,Jeongnim-Dong,1.0,2.0,1.1724137931034482
2020,5,Jungang-Way,2.0,3.0,2.107142857142857
2020,5,Juwol-Dong,2.0,6.0,2.84
2020,5,Nowon-Gu,2.0,4.0,2.740740740740741
2020,5,Pado-Ri,1.0,2.0,1.2222222222222223
2020,5,Paju,2.0,3.0,2.1666666666666665
2020,5,Sangjusi,4.0,6.0,4.68
2020,5,Seolseong-Myeon,1.0,2.0,1.25
2020,5,Seonggeoeup,2.0,13.0,3.7
2020,6,Bangsan-Myeon,1.0,1.0,1.0
2020,6,Cheongnim-Dong,5.0,16.0,7.466666666666667
2020,6,Geumchon-Dong,2.0,4.0,2.4615384615384617
2020,6,Gwanak-Gu,2.0,6.0,3.466666666666667
2020,6,Hwasun-Eup,1.0,3.0,1.9259259259259258
2020,6,Hyeoksin-Dong,1.0,6.0,2.8333333333333335
2020,6,Jeongnim-Dong,1.0,3.0,1.2857142857142858
2020,6,Jungang-Way,2.0,4.0,2.230769230769231
2020,6,Juwol-Dong,2.0,5.0,2.52
2020,6,Nowon-Gu,2.0,5.0,2.7
2020,6,Onui-Dong,1.0,2.0,1.1111111111111112
2020,6,Pado-Ri,1.0,3.0,1.375
2020,6,Paju,2.0,4.0,2.3461538461538463
2020,6,Saesol-Dong,4.0,6.0,4.8
2020,6,Sangjusi,4.0,6.0,4.846153846153846
2020,6,Seolseong-Myeon,1.0,2.0,1.0384615384615385
2020,6,Seonggeoeup,2.0,6.0,3.8461538461538463
2020,6,Soi-Myeon,2.0,3.0,2.5555555555555554
2020,7,Bangsan-Myeon,1.0,1.0,1.0
2020,7,Cheongnim-Dong,3.0,16.0,6.709677419354839
2020,7,Geumchon-Dong,2.0,3.0,2.076923076923077
2020,7,Gwanak-Gu,2.0,4.0,2.8275862068965516
2020,7,Hwasun-Eup,1.0,4.0,2.2962962962962963
2020,7,Hyeoksin-Dong,1.0,4.0,2.6129032258064515
2020,7,Jeongnim-Dong,1.0,2.0,1.44
2020,7,Jungang-Way,2.0,3.0,2.0357142857142856
2020,7,Juwol-Dong,2.0,4.0,2.310344827586207
2020,7,Nowon-Gu,2.0,4.0,2.1666666666666665
2020,7,Onui-Dong,1.0,2.0,1.9285714285714286
2020,7,Pado-Ri,1.0,3.0,1.1481481481481481
2020,7,Paju,1.0,2.0,1.25
2020,7,Saesol-Dong,2.0,7.0,4.0
2020,7,Sangjusi,4.0,5.0,4.08
2020,7,Seolseong-Myeon,1.0,1.0,1.0
2020,7,Seonggeoeup,2.0,6.0,3.4285714285714284
2020,7,Soi-Myeon,1.0,3.0,2.0
2020,8,Bangsan-Myeon,1.0,1.0,1.0
2020,8,Cheongnim-Dong,4.0,16.0,6.967741935483871
2020,8,Geumchon-Dong,2.0,3.0,2.25
2020,8,Gwanak-Gu,2.0,5.0,2.966666666666667
2020,8,Hwasun-Eup,1.0,3.0,1.64
2020,8,Hyeoksin-Dong,3.0,5.0,3.4
2020,8,Jeongnim-Dong,1.0,3.0,1.962962962962963
2020,8,Jungang-Way,1.0,1.0,1.0
2020,8,Juwol-Dong,2.0,5.0,3.125
2020,8,Nowon-Gu,2.0,4.0,2.6666666666666665
2020,8,Onui-Dong,2.0,2.0,2.0
2020,8,Pado-Ri,1.0,1.0,1.0
2020,8,Paju,1.0,2.0,1.2692307692307692
2020,8,Saesol-Dong,5.0,10.0,7.566666666666666
2020,8,Sangjusi,3.0,5.0,4.178571428571429
2020,8,Seolseong-Myeon,1.0,1.0,1.0
2020,8,Seonggeoeup,2.0,5.0,2.8461538461538463
2020,8,Soi-Myeon,1.0,4.0,3.2413793103448274
2020,9,Bangsan-Myeon,1.0,1.0,1.0
2020,9,Cheongnim-Dong,4.0,17.0,8.533333333333333
2020,9,Geumchon-Dong,2.0,4.0,2.5555555555555554
2020,9,Gwanak-Gu,2.0,5.0,2.9310344827586206
2020,9,Hwasun-Eup,1.0,2.0,1.2916666666666667
2020,9,Hyeoksin-Dong,2.0,4.0,3.3214285714285716
2020,9,Jeongnim-Dong,1.0,2.0,1.037037037037037
2020,9,Juwol-Dong,3.0,5.0,3.96
2020,9,Nowon-Gu,2.0,4.0,2.6785714285714284
2020,9,Onui-Dong,2.0,2.0,2.0
2020,9,Pado-Ri,1.0,2.0,1.0833333333333333
2020,9,Paju,2.0,2.0,2.0
2020,9,Saesol-Dong,5.0,11.0,8.11111111111111
2020,9,Sangjusi,3.0,4.0,3.857142857142857
2020,9,Seolseong-Myeon,1.0,1.0,1.0
2020,9,Seonggeoeup,2.0,6.0,4.038461538461538
2020,9,Soi-Myeon,1.0,4.0,2.5185185185185186
2020,10,Bangsan-Myeon,1.0,2.0,1.2272727272727273
2020,10,Cheongnim-Dong,4.0,32.0,10.483870967741936
2020,10,Geumchon-Dong,2.0,5.0,3.3448275862068964
2020,10,Gwanak-Gu,2.0,6.0,3.8333333333333335
2020,10,Hwasun-Eup,1.0,2.0,1.1851851851851851
2020,10,Hyeoksin-Dong,1.0,5.0,3.2413793103448274
2020,10,Jeongnim-Dong,1.0,3.0,1.3076923076923077
2020,10,Jungang-Way,2.0,2.0,2.0
2020,10,Juwol-Dong,1.0,8.0,4.96
2020,10,Nowon-Gu,2.0,6.0,3.8333333333333335
2020,10,Onui-Dong,2.0,4.0,2.892857142857143
2020,10,Pado-Ri,1.0,6.0,3.1666666666666665
2020,10,Paju,2.0,5.0,3.2222222222222223
2020,10,Saesol-Dong,2.0,7.0,3.774193548387097
2020,10,Sangjusi,2.0,7.0,3.4827586206896552
2020,10,Seolseong-Myeon,1.0,5.0,1.1481481481481481
2020,10,Seonggeoeup,4.0,13.0,5.857142857142857
2020,10,Soi-Myeon,2.0,4.0,3.25
2020,11,Bangsan-Myeon,1.0,2.0,1.173913043478261
2020,11,Cheongnim-Dong,3.0,14.0,7.666666666666667
2020,11,Geumchon-Dong,2.0,5.0,3.8275862068965516
2020,11,Gwanak-Gu,2.0,7.0,4.2
2020,11,Hwasun-Eup,1.0,4.0,2.2962962962962963
2020,11,Hyeoksin-Dong,2.0,5.0,3.44
2020,11,Jeongnim-Dong,1.0,4.0,2.3461538461538463
2020,11,Jungang-Way,2.0,6.0,4.166666666666667
2020,11,Juwol-Dong,1.0,9.0,4.52
2020,11,Nowon-Gu,2.0,6.0,4.066666666666666
2020,11,Onui-Dong,1.0,4.0,2.25
2020,11,Pado-Ri,1.0,7.0,2.2962962962962963
2020,11,Paju,2.0,4.0,2.769230769230769
2020,11,Saesol-Dong,2.0,8.0,3.793103448275862
2020,11,Sangjusi,2.0,6.0,3.933333333333333
2020,11,Seolseong-Myeon,1.0,2.0,1.0714285714285714
2020,11,Seonggeoeup,4.0,7.0,5.333333333333333
2020,11,Soi-Myeon,2.0,4.0,2.8461538461538463
2020,12,Bangsan-Myeon,1.0,2.0,1.1851851851851851
2020,12,Cheongnim-Dong,6.0,17.0,10.451612903225806
2020,12,Geumchon-Dong,4.0,6.0,5.161290322580645
2020,12,Gwanak-Gu,3.0,6.0,4.433333333333334
2020,12,Hwasun-Eup,2.0,4.0,2.730769230769231
2020,12,Hyeoksin-Dong,3.0,5.0,3.4838709677419355
2020,12,Jeongnim-Dong,1.0,3.0,1.3
2020,12,Jungang-Way,3.0,7.0,5.2
2020,12,Juwol-Dong,2.0,4.0,2.576923076923077
2020,12,Nowon-Gu,2.0,6.0,4.806451612903226
2020,12,Onui-Dong,2.0,4.0,3.1
2020,12,Pado-Ri,1.0,2.0,1.2666666666666666
2020,12,Paju,2.0,4.0,3.0
2020,12,Saesol-Dong,4.0,6.0,4.655172413793103
2020,12,Sangjusi,1.0,6.0,3.6206896551724137
2020,12,Seolseong-Myeon,1.0,2.0,1.1071428571428572
2020,12,Seonggeoeup,4.0,7.0,5.161290322580645
2020,12,Soi-Myeon,1.0,5.0,2.6451612903225805
2021,1,Bangsan-Myeon,1.0,2.0,1.2307692307692308
2021,1,Cheongnim-Dong,4.0,25.0,9.483870967741936
2021,1,Geumchon-Dong,2.0,7.0,5.032258064516129
2021,1,Gwanak-Gu,3.0,5.0,4.258064516129032
2021,1,Hwasun-Eup,2.0,5.0,3.4482758620689653
2021,1,Hyeoksin-Dong,1.0,4.0,2.3
2021,1,Jeongnim-Dong,1.0,5.0,2.6551724137931036
2021,1,Jungang-Way,2.0,8.0,5.612903225806452
2021,1,Juwol-Dong,1.0,4.0,2.3076923076923075
2021,1,Nowon-Gu,2.0,7.0,4.516129032258065
2021,1,Onui-Dong,2.0,4.0,2.903225806451613
2021,1,Pado-Ri,1.0,3.0,1.3666666666666667
2021,1,Paju,1.0,3.0,1.6428571428571428
2021,1,Saesol-Dong,4.0,6.0,4.928571428571429
2021,1,Sangjusi,3.0,7.0,4.645161290322581
2021,1,Seolseong-Myeon,1.0,3.0,1.2333333333333334
2021,1,Seonggeoeup,3.0,6.0,4.67741935483871
2021,1,Soi-Myeon,1.0,5.0,2.5161290322580645
2021,2,Bangsan-Myeon,1.0,3.0,1.1785714285714286
2021,2,Cheongnim-Dong,4.0,34.0,9.0
2021,2,Geumchon-Dong,3.0,6.0,4.5
2021,2,Gwanak-Gu,3.0,7.0,4.222222222222222
2021,2,Hwasun-Eup,3.0,7.0,4.208333333333333
2021,2,Hyeoksin-Dong,1.0,4.0,2.28
2021,2,Jeongnim-Dong,2.0,6.0,3.185185185185185
2021,2,Jungang-Way,4.0,6.0,5.407407407407407
2021,2,Juwol-Dong,2.0,4.0,2.3181818181818183
2021,2,Nowon-Gu,3.0,7.0,4.518518518518518
2021,2,Onui-Dong,1.0,4.0,2.5925925925925926
2021,2,Pado-Ri,1.0,3.0,1.36
2021,2,Paju,1.0,4.0,1.3461538461538463
2021,2,Saesol-Dong,4.0,9.0,5.142857142857143
2021,2,Sangjusi,4.0,8.0,5.428571428571429
2021,2,Seolseong-Myeon,1.0,2.0,1.1851851851851851
2021,2,Seonggeoeup,4.0,7.0,4.925925925925926
2021,2,Soi-Myeon,1.0,3.0,2.3333333333333335
2021,3,Bangsan-Myeon,1.0,2.0,1.1153846153846154
2021,3,Cheongnim-Dong,4.0,20.0,7.774193548387097
2021,3,Geumchon-Dong,2.0,5.0,3.533333333333333
2021,3,Gwanak-Gu,2.0,7.0,4.064516129032258
2021,3,Hwasun-Eup,1.0,6.0,3.074074074074074
2021,3,Hyeoksin-Dong,1.0,4.0,1.935483870967742
2021,3,Jeongnim-Dong,2.0,6.0,3.8846153846153846
2021,3,Jungang-Way,1.0,6.0,3.892857142857143
2021,3,Juwol-Dong,2.0,4.0,2.375
2021,3,Nowon-Gu,2.0,6.0,3.6206896551724137
2021,3,Onui-Dong,1.0,3.0,1.3333333333333333
2021,3,Pado-Ri,1.0,1.0,1.0
2021,3,Paju,1.0,2.0,1.1666666666666667
2021,3,Saesol-Dong,4.0,9.0,5.586206896551724
2021,3,Sangjusi,3.0,5.0,3.9655172413793105
2021,3,Seolseong-Myeon,1.0,2.0,1.08
2021,3,Seonggeoeup,4.0,7.0,4.838709677419355
2021,3,Soi-Myeon,1.0,7.0,3.16
2021,4,Bangsan-Myeon,1.0,2.0,1.0416666666666667
2021,4,Cheongnim-Dong,3.0,18.0,8.5
2021,4,Geumchon-Dong,2.0,6.0,3.1481481481481484
2021,4,Gwanak-Gu,2.0,7.0,3.6333333333333333
2021,4,Hwasun-Eup,2.0,10.0,3.793103448275862
2021,4,Hyeoksin-Dong,1.0,4.0,2.0689655172413794
2021,4,Jeongnim-Dong,2.0,6.0,2.8461538461538463
2021,4,Jungang-Way,1.0,3.0,1.2413793103448276
2021,4,Juwol-Dong,2.0,8.0,4.217391304347826
2021,4,Nowon-Gu,2.0,5.0,3.1379310344827585
2021,4,Onui-Dong,1.0,2.0,1.0769230769230769
2021,4,Pado-Ri,1.0,2.0,1.0952380952380953
2021,4,Paju,1.0,2.0,1.0454545454545454
2021,4,Saesol-Dong,3.0,6.0,4.392857142857143
2021,4,Sangjusi,2.0,5.0,3.260869565217391
2021,4,Seolseong-Myeon,1.0,3.0,1.2
2021,4,Seonggeoeup,4.0,9.0,5.620689655172414
2021,4,Soi-Myeon,1.0,7.0,2.6538461538461537
2021,5,Bangsan-Myeon,1.0,1.0,1.0
2021,5,Cheongnim-Dong,5.0,16.0,7.741935483870968
2021,5,Geumchon-Dong,2.0,4.0,2.5416666666666665
2021,5,Gwanak-Gu,2.0,5.0,3.4
2021,5,Hwasun-Eup,2.0,6.0,3.1481481481481484
2021,5,Hyeoksin-Dong,1.0,4.0,2.2962962962962963
2021,5,Jeongnim-Dong,2.0,5.0,3.259259259259259
2021,5,Jungang-Way,1.0,1.0,1.0
2021,5,Juwol-Dong,2.0,7.0,3.5217391304347827
2021,5,Nowon-Gu,2.0,4.0,2.6206896551724137
2021,5,Onui-Dong,1.0,2.0,1.1111111111111112
2021,5,Pado-Ri,1.0,2.0,1.04
2021,5,Paju,1.0,2.0,1.037037037037037
2021,5,Saesol-Dong,4.0,7.0,4.357142857142857
2021,5,Sangjusi,1.0,4.0,2.130434782608696
2021,5,Seolseong-Myeon,1.0,2.0,1.0833333333333333
2021,5,Seonggeoeup,4.0,8.0,5.310344827586207
2021,5,Soi-Myeon,1.0,3.0,1.64
2021,6,Bangsan-Myeon,1.0,1.0,1.0
2021,6,Cheongnim-Dong,5.0,16.0,8.833333333333334
2021,6,Geumchon-Dong,2.0,5.0,2.7777777777777777
2021,6,Gwanak-Gu,3.0,7.0,4.033333333333333
2021,6,Hwasun-Eup,1.0,6.0,2.3076923076923075
2021,6,Hyeoksin-Dong,1.0,4.0,2.206896551724138
2021,6,Jeongnim-Dong,2.0,4.0,2.4482758620689653
2021,6,Jungang-Way,1.0,2.0,1.0344827586206897
2021,6,Juwol-Dong,2.0,7.0,3.6923076923076925
2021,6,Nowon-Gu,2.0,4.0,2.7666666666666666
2021,6,Onui-Dong,2.0,3.0,2.0344827586206895
2021,6,Pado-Ri,1.0,1.0,1.0
2021,6,Paju,1.0,3.0,1.0666666666666667
2021,6,Saesol-Dong,4.0,7.0,5.428571428571429
2021,6,Sangjusi,1.0,4.0,2.3214285714285716
2021,6,Seolseong-Myeon,1.0,1.0,1.0
2021,6,Seonggeoeup,4.0,6.0,4.7
2021,6,Soi-Myeon,1.0,3.0,1.76
2021,7,Bangsan-Myeon,1.0,2.0,1.3703703703703705
2021,7,Cheongnim-Dong,4.0,30.0,9.161290322580646
2021,7,Geumchon-Dong,2.0,4.0,2.5714285714285716
2021,7,Gwanak-Gu,2.0,5.0,3.689655172413793
2021,7,Hwasun-Eup,2.0,6.0,3.586206896551724
2021,7,Hyeoksin-Dong,1.0,3.0,1.3225806451612903
2021,7,Jeongnim-Dong,2.0,4.0,3.2
2021,7,Jungang-Way,1.0,2.0,1.4230769230769231
2021,7,Juwol-Dong,3.0,5.0,4.038461538461538
2021,7,Nowon-Gu,1.0,3.0,2.423076923076923
2021,7,Onui-Dong,1.0,2.0,1.8888888888888888
2021,7,Pado-Ri,1.0,2.0,1.037037037037037
2021,7,Paju,1.0,2.0,1.0333333333333334
2021,7,Saesol-Dong,5.0,8.0,6.172413793103448
2021,7,Sangjusi,2.0,4.0,2.933333333333333
2021,7,Seolseong-Myeon,1.0,2.0,1.0357142857142858
2021,7,Seonggeoeup,4.0,6.0,4.428571428571429
2021,7,Soi-Myeon,1.0,2.0,1.8387096774193548
2021,8,Bangsan-Myeon,1.0,2.0,1.032258064516129
2021,8,Cheongnim-Dong,4.0,14.0,7.741935483870968
2021,8,Geumchon-Dong,2.0,3.0,2.064516129032258
2021,8,Gwanak-Gu,2.0,4.0,2.774193548387097
2021,8,Hwasun-Eup,2.0,7.0,3.92
2021,8,Hyeoksin-Dong,1.0,5.0,1.5333333333333334
2021,8,Jeongnim-Dong,2.0,3.0,2.066666666666667
2021,8,Jungang-Way,1.0,5.0,1.206896551724138
2021,8,Juwol-Dong,2.0,5.0,3.6153846153846154
2021,8,Nowon-Gu,1.0,2.0,1.25
2021,8,Onui-Dong,1.0,11.0,1.8666666666666667
2021,8,Pado-Ri,1.0,1.0,1.0
2021,8,Paju,1.0,1.0,1.0
2021,8,Saesol-Dong,2.0,8.0,5.857142857142857
2021,8,Sangjusi,2.0,4.0,3.5925925925925926
2021,8,Seolseong-Myeon,1.0,1.0,1.0
2021,8,Seonggeoeup,4.0,6.0,4.290322580645161
2021,8,Soi-Myeon,1.0,2.0,1.7777777777777777
2021,9,Bangsan-Myeon,1.0,1.0,1.0
2021,9,Cheongnim-Dong,3.0,27.0,10.333333333333334
2021,9,Geumchon-Dong,1.0,3.0,1.8076923076923077
2021,9,Gwanak-Gu,2.0,5.0,2.6
2021,9,Hwasun-Eup,2.0,4.0,3.08
2021,9,Hyeoksin-Dong,1.0,3.0,1.68
2021,9,Jeongnim-Dong,2.0,4.0,2.888888888888889
2021,9,Jungang-Way,1.0,6.0,1.793103448275862
2021,9,Juwol-Dong,4.0,6.0,4.3076923076923075
2021,9,Nowon-Gu,1.0,3.0,1.5555555555555556
2021,9,Onui-Dong,1.0,2.0,1.4166666666666667
2021,9,Pado-Ri,1.0,1.0,1.0
2021,9,Paju,1.0,1.0,1.0
2021,9,Saesol-Dong,2.0,5.0,3.3333333333333335
2021,9,Sangjusi,2.0,5.0,3.75
2021,9,Seolseong-Myeon,1.0,1.0,1.0
2021,9,Seonggeoeup,2.0,6.0,4.0344827586206895
2021,9,Soi-Myeon,1.0,1.0,1.0
2021,10,Bangsan-Myeon,1.0,1.0,1.0
2021,10,Cheongnim-Dong,3.0,23.0,8.903225806451612
2021,10,Geumchon-Dong,1.0,4.0,2.409090909090909
2021,10,Gwanak-Gu,2.0,5.0,3.2666666666666666
2021,10,Hwasun-Eup,2.0,5.0,3.619047619047619
2021,10,Hyeoksin-Dong,1.0,3.0,1.6551724137931034
2021,10,Jeongnim-Dong,2.0,5.0,3.1739130434782608
2021,10,Jungang-Way,1.0,2.0,1.04
2021,10,Juwol-Dong,4.0,5.0,4.2592592592592595
2021,10,Nowon-Gu,2.0,4.0,2.8
2021,10,Onui-Dong,2.0,2.0,2.0
2021,10,Pado-Ri,1.0,1.0,1.0
2021,10,Paju,1.0,2.0,1.1578947368421053
2021,10,Saesol-Dong,2.0,6.0,3.967741935483871
2021,10,Sangjusi,3.0,6.0,4.44
2021,10,Seolseong-Myeon,1.0,6.0,1.1612903225806452
2021,10,Seonggeoeup,2.0,5.0,3.2
2021,10,Soi-Myeon,1.0,2.0,1.0333333333333334
2021,11,Bangsan-Myeon,1.0,2.0,1.12
2021,11,Cheongnim-Dong,4.0,18.0,7.333333333333333
2021,11,Geumchon-Dong,2.0,4.0,3.0
2021,11,Gwanak-Gu,2.0,5.0,3.793103448275862
2021,11,Hwasun-Eup,1.0,4.0,2.3448275862068964
2021,11,Hyeoksin-Dong,1.0,3.0,1.8214285714285714
2021,11,Jeongnim-Dong,2.0,5.0,3.6666666666666665
2021,11,Jungang-Way,1.0,3.0,1.4615384615384615
2021,11,Juwol-Dong,2.0,5.0,3.814814814814815
2021,11,Nowon-Gu,2.0,5.0,3.7
2021,11,Onui-Dong,2.0,4.0,2.6666666666666665
2021,11,Pado-Ri,1.0,2.0,1.08
2021,11,Paju,1.0,2.0,1.1111111111111112
2021,11,Saesol-Dong,1.0,5.0,2.0
2021,11,Sangjusi,2.0,5.0,3.896551724137931
2021,11,Seolseong-Myeon,1.0,40.0,4.866666666666666
2021,11,Seonggeoeup,3.0,6.0,3.962962962962963
2021,11,Soi-Myeon,1.0,2.0,1.1785714285714286
2021,12,Bangsan-Myeon,1.0,4.0,1.7037037037037037
2021,12,Cheongnim-Dong,4.0,38.0,8.96774193548387
2021,12,Geumchon-Dong,1.0,4.0,2.466666666666667
2021,12,Gwanak-Gu,2.0,5.0,3.8333333333333335
2021,12,Hwasun-Eup,1.0,4.0,2.5714285714285716
2021,12,Hyeoksin-Dong,1.0,5.0,2.4516129032258065
2021,12,Jeongnim-Dong,4.0,5.0,4.074074074074074
2021,12,Jungang-Way,1.0,4.0,2.3448275862068964
2021,12,Juwol-Dong,2.0,4.0,3.52
2021,12,Nowon-Gu,2.0,7.0,4.129032258064516
2021,12,Onui-Dong,2.0,4.0,3.033333333333333
2021,12,Pado-Ri,1.0,5.0,1.5555555555555556
2021,12,Paju,1.0,3.0,1.2413793103448276
2021,12,Saesol-Dong,1.0,4.0,2.066666666666667
2021,12,Sangjusi,1.0,6.0,3.5161290322580645
2021,12,Seolseong-Myeon,1.0,19.0,4.068965517241379
2021,12,Seonggeoeup,3.0,6.0,4.357142857142857
2021,12,Soi-Myeon,1.0,2.0,1.3
2022,1,Bangsan-Myeon,1.0,3.0,1.2222222222222223
2022,1,Cheongnim-Dong,4.0,13.0,7.451612903225806
2022,1,Geumchon-Dong,2.0,4.0,3.032258064516129
2022,1,Gwanak-Gu,3.0,6.0,4.233333333333333
2022,1,Hwasun-Eup,2.0,7.0,3.7037037037037037
2022,1,Hyeoksin-Dong,1.0,4.0,2.225806451612903
2022,1,Jeongnim-Dong,2.0,7.0,4.206896551724138
2022,1,Jungang-Way,2.0,5.0,3.193548387096774
2022,1,Juwol-Dong,2.0,5.0,3.4814814814814814
2022,1,Nowon-Gu,2.0,7.0,4.419354838709677
2022,1,Onui-Dong,2.0,5.0,3.4193548387096775
2022,1,Pado-Ri,1.0,4.0,1.7857142857142858
2022,1,Paju,1.0,4.0,1.6129032258064515
2022,1,Saemangeum,,,
2022,1,Saesol-Dong,1.0,7.0,3.740740740740741
2022,1,Sangjusi,1.0,6.0,3.2580645161290325
2022,1,Seolseong-Myeon,1.0,3.0,1.6296296296296295
2022,1,Seonggeoeup,2.0,7.0,3.838709677419355
2022,1,Soi-Myeon,1.0,2.0,1.4516129032258065
2022,1,Taeha-Ri,1.0,1.0,1.0
2022,2,Bangsan-Myeon,1.0,2.0,1.1176470588235294
2022,2,Cheongnim-Dong,5.0,14.0,8.526315789473685
2022,2,Geumchon-Dong,2.0,4.0,3.125
2022,2,Gwanak-Gu,3.0,5.0,3.6842105263157894
2022,2,Hwasun-Eup,4.0,5.0,4.111111111111111
2022,2,Hyeoksin-Dong,1.0,4.0,2.0526315789473686
2022,2,Jeongnim-Dong,4.0,5.0,4.333333333333333
2022,2,Jungang-Way,1.0,4.0,2.7058823529411766
2022,2,Juwol-Dong,2.0,4.0,3.0
2022,2,Nowon-Gu,2.0,7.0,3.8947368421052633
2022,2,Onui-Dong,3.0,4.0,3.4705882352941178
2022,2,Pado-Ri,1.0,11.0,2.0
2022,2,Paju,1.0,3.0,1.3888888888888888
2022,2,Saemangeum,1.0,3.0,2.0
2022,2,Saesol-Dong,1.0,3.0,1.8333333333333333
2022,2,Sangjusi,1.0,6.0,3.4210526315789473
2022,2,Seolseong-Myeon,1.0,2.0,1.1764705882352942
2022,2,Seonggeoeup,2.0,5.0,3.2222222222222223
2022,2,Soi-Myeon,1.0,2.0,1.4444444444444444
2022,2,Taeha-Ri,1.0,2.0,1.2222222222222223
